miRNet_id,miRBase_acc,miRNA_ID,epi_regulator,epi_modification,miRNA_expression,PMID,epi_target,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
mirnet-hsaepi-1548,MI0006390,hsa-mir-1256,DNMTs,DNA Methylation,UP,22805767,TRIM68/PGK-1,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1549,MIMAT0000422,hsa-mir-124-3p,DNMT-1,DNA Methylation,DOWN,22819820,SMYD3,intrahepatic cholangiocarcinoma cells,"D002477,D018281",DOID_4928,"Cancer, Digestive & Gastrointestinal Conditions, Cells",cholangiocarcinoma cells,intrahepatic
mirnet-hsaepi-1550,MI0000066,hsa-let-7e,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1551,MIMAT0005829,hsa-mir-1184,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1552,MI0006333,hsa-mir-1201,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1553,MI0006338,hsa-mir-1205,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1554,MIMAT0005582,hsa-mir-1228-5p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1555,MI0006382,hsa-mir-1247,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1556,MI0006384,hsa-mir-1249,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1557,MIMAT0000443,hsa-mir-125a-5p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1558,MIMAT0000444,hsa-mir-126-5p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1559,MI0006394,hsa-mir-1260a,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1560,MI0006410,hsa-mir-1274a,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1561,MI0006427,hsa-mir-1274b,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1562,MI0006437,hsa-mir-1280,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1563,MI0006444,hsa-mir-1307,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1564,MIMAT0004680,hsa-mir-130b-5p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1565,MI0000449,hsa-mir-132,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1566,MI0000253,hsa-mir-148a,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1567,MI0000478,hsa-mir-149,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1568,MI0000269,hsa-mir-181a-2,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1569,MI0000271,hsa-mir-181c,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1570,MIMAT0004560,hsa-mir-183-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1571,MIMAT0004614,hsa-mir-193a-5p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1572,MIMAT0004494,hsa-mir-21-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1573,MI0000286,hsa-mir-210,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1574,MIMAT0004569,hsa-mir-222-5p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1575,MIMAT0004500,hsa-mir-26b-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1576,MIMAT0004501,hsa-mir-27a-5p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1577,MIMAT0004504,hsa-mir-31-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1578,MIMAT0000762,hsa-mir-324-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1579,MI0000808,hsa-mir-326,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1580,MIMAT0000760,hsa-mir-331-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1581,MI0000268,hsa-mir-34a,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1582,MIMAT0004682,hsa-mir-361-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1583,MIMAT0004683,hsa-mir-362-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1584,MIMAT0000710,hsa-mir-365a-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1585,MI0000784,hsa-mir-376a-1,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1586,MI0001446,hsa-mir-424,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1587,MIMAT0001343,hsa-mir-425-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1588,MI0001648,hsa-mir-449a,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1589,MIMAT0003884,hsa-mir-454-5p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1590,MIMAT0002177,hsa-mir-486-5p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1591,MI0003184,hsa-mir-500a,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1592,MIMAT0004774,hsa-mir-501-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1593,MIMAT0004775,hsa-mir-502-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1594,MIMAT0003241,hsa-mir-576-5p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1595,MI0003639,hsa-mir-625,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1596,MIMAT0004809,hsa-mir-628-5p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1597,MI0003657,hsa-mir-642a,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1598,MIMAT0005948,hsa-mir-664a-5p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1599,MI0006654,hsa-mir-720,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1600,MI0005561,hsa-mir-877,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1601,MI0003560,hsa-mir-92b,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1602,MIMAT0004509,hsa-mir-93-3p,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1603,MI0000097,hsa-mir-95,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1604,MI0000098,hsa-mir-96,DNMTs,DNA Methylation,DOWN,22821729,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1605,MI0000478,hsa-mir-149,DNMTs,DNA Methylation,UP,22821729,Sp1,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1606,MI0000268,hsa-mir-34a,DNMTs,DNA Methylation,UP,22841474,caspase-2/sirtuin 1,alcoholic liver injury,"C032865,D008099,D014947,D057229",UBERON_0002107,"Digestive & Gastrointestinal Conditions, Substance Abuse",alcoholic liver injury,
mirnet-hsaepi-1607,MI0000285,hsa-mir-205,DNMTs,DNA Methylation,UP,22869146,MED1,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1608,MIMAT0000422,hsa-mir-124-3p,DNMTs,DNA Methylation,UP,22870149,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1609,MI0000742,hsa-mir-34b,DNMTs,DNA Methylation,UP,22870149,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1610,MI0000743,hsa-mir-34c,DNMTs,DNA Methylation,UP,22870149,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1611,MI0000781,hsa-mir-373,MBD2,DNA Methylation,UP,22876037,MBD2,hilar cholangiocarcinoma,D018285,DOID_4927,"Cancer, Digestive & Gastrointestinal Conditions",cholangiocarcinoma,hilar
mirnet-hsaepi-1612,MIMAT0000226,hsa-mir-196a-5p,DNMTs,DNA Methylation,UP,22876840,HOXA5,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1613,MI0000778,hsa-mir-370,DNMTs,DNA Methylation,DOWN,22900969,FoxM1,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
mirnet-hsaepi-1614,MIMAT0000441,hsa-mir-9-5p,DNMTs,DNA Methylation,DOWN,22906743,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-1615,MIMAT0000441,hsa-mir-9-5p,HDACs,H3ac/H3K4me,DOWN,22906743,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-1616,MI0000253,hsa-mir-148a,DNMT-1,DNA Methylation,UP,22935141,DNMT-1/IGF-IR/IRS1,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
mirnet-hsaepi-1617,MI0000462,hsa-mir-152,DNMT-1,DNA Methylation,UP,22935141,DNMT-1/IGF-IR/IRS1,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
mirnet-hsaepi-1618,MI0000089,hsa-mir-31,EZH2,DNA Methylation,UP,22948084,SRC/NIK/RAB27a/MET/EZH2,melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,
mirnet-hsaepi-1619,MI0000266,hsa-mir-10a,DNMTs,DNA Methylation,DOWN,22966337,,esophageal squamous cell carcinoma cells,"D000077277,D002477","CL_0000000,DOID_1749","Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma cells,esophageal squamous cell
mirnet-hsaepi-1620,MI0000266,hsa-mir-10a,,DNA Methylation,DOWN,22976466,,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
mirnet-hsaepi-1621,MI0000267,hsa-mir-10b,,DNA Methylation,DOWN,22976466,,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
mirnet-hsaepi-1622,MI0001150,hsa-mir-196b,,DNA Methylation,DOWN,22976466,,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
mirnet-hsaepi-1623,MI0000742,hsa-mir-34b,,DNA Methylation,DOWN,22989523,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1624,MI0000743,hsa-mir-34c,,DNA Methylation,DOWN,22989523,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1625,MI0000466,hsa-mir-9-1,,DNA Methylation,DOWN,22989523,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1626,MI0000286,hsa-mir-210,DNMT-3b,DNA Methylation,UP,23039253,,neural progenitor cells,D013234,CL_0011026,Cells,neural progenitor cells,
mirnet-hsaepi-1627,MIMAT0000422,hsa-mir-124-3p,DNMTs,DNA Methylation,UP,23069658,Androgen Receptor (AR),prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1628,MI0000439,hsa-mir-23b,DNMTs,DNA Methylation,UP,23074286,proto-oncogene Src kinase and Akt,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1629,MI0000087,hsa-mir-29a,MYC/HDAC3/EZH2,H4ac/H3K27me3,UP,23079660,CDK6/IGF-1R,aggressive b-cell lymphomas,"D008223,D016393",CL_0000236,"Cancer, Hematopoietic & Lymphatic Conditions, Cells",lymphoma,aggressive b-cell
mirnet-hsaepi-1630,MIMAT0000423,hsa-mir-125b-5p,DNMTs,DNA Methylation,UP,23079745,SIRT7/cyclin D1,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
mirnet-hsaepi-1631,MIMAT0000443,hsa-mir-125a-5p,DNMTs,DNA Methylation,UP,23079745,SIRT7/cyclin D1,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
mirnet-hsaepi-1632,MI0005525,hsa-mir-300,,DNA Methylation,DOWN,23105110,TWIST1/BMI1/ZEB1/ZEB12,tumor metastasis,"D009362,D009369",,Cancer,metastasis,
mirnet-hsaepi-1633,MI0000790,hsa-mir-382,,DNA Methylation,DOWN,23105110,TWIST1/BMI1/ZEB1/ZEB12,tumor metastasis,"D009362,D009369",,Cancer,metastasis,
mirnet-hsaepi-1634,MI0003134,hsa-mir-494,,DNA Methylation,DOWN,23105110,TWIST1/BMI1/ZEB1/ZEB12,tumor metastasis,"D009362,D009369",,Cancer,metastasis,
mirnet-hsaepi-1635,MI0003135,hsa-mir-495,,DNA Methylation,DOWN,23105110,TWIST1/BMI1/ZEB1/ZEB12,tumor metastasis,"D009362,D009369",,Cancer,metastasis,
mirnet-hsaepi-1636,MI0003514,hsa-mir-539,,DNA Methylation,DOWN,23105110,TWIST1/BMI1/ZEB1/ZEB12,tumor metastasis,"D009362,D009369",,Cancer,metastasis,
mirnet-hsaepi-1637,MI0005565,hsa-mir-543,,DNA Methylation,DOWN,23105110,TWIST1/BMI1/ZEB1/ZEB12,tumor metastasis,"D009362,D009369",,Cancer,metastasis,
mirnet-hsaepi-1638,MI0003515,hsa-mir-544a,,DNA Methylation,DOWN,23105110,TWIST1/BMI1/ZEB1/ZEB12,tumor metastasis,"D009362,D009369",,Cancer,metastasis,
mirnet-hsaepi-1639,MI0000737,hsa-mir-200a,,DNA Methylation,DOWN,23112837,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
mirnet-hsaepi-1640,MI0000243,hsa-mir-200b,,DNA Methylation,DOWN,23112837,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
mirnet-hsaepi-1641,MI0000650,hsa-mir-200c,,DNA Methylation,DOWN,23112837,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
mirnet-hsaepi-1642,MI0000457,hsa-mir-141,,DNA Methylation,DOWN,23112837,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
mirnet-hsaepi-1643,MI0001641,hsa-mir-429,,DNA Methylation,DOWN,23112837,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
mirnet-hsaepi-1644,MI0000462,hsa-mir-152,DNMT-1/MeCP2,DNA Methylation,UP,23125218,DNMT-1,nis-transformed cells,D019864,,Cells,nis-transformed cells,
mirnet-hsaepi-1645,MI0000267,hsa-mir-10b,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1646,MI0000073,hsa-mir-19a,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1647,MIMAT0000074,hsa-mir-19b-3p,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1648,MI0000076,hsa-mir-20a,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1649,MI0000087,hsa-mir-29a,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1650,MIMAT0000100,hsa-mir-29b-3p,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1651,MI0000735,hsa-mir-29c,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1652,MI0000102,hsa-mir-100,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1653,MIMAT0000099,hsa-mir-101-3p,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1654,MI0000471,hsa-mir-126,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1655,MI0000472,hsa-mir-127,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1656,MI0000448,hsa-mir-130a,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1657,MI0000457,hsa-mir-141,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1658,MI0000459,hsa-mir-143,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1659,MI0000461,hsa-mir-145,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1660,MI0000253,hsa-mir-148a,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1661,MI0000234,hsa-mir-192,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1662,MI0000488,hsa-mir-194-1,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1663,MI0000650,hsa-mir-200c,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1664,MI0000286,hsa-mir-210,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1665,MI0000291,hsa-mir-215,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1666,MI0000778,hsa-mir-370,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1667,MIMAT0002883,hsa-mir-514a-3p,DNMTs,DNA Methylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1668,MI0000267,hsa-mir-10b,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1669,MI0000073,hsa-mir-19a,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1670,MIMAT0000074,hsa-mir-19b-3p,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1671,MI0000076,hsa-mir-20a,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1672,MI0000087,hsa-mir-29a,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1673,MIMAT0000100,hsa-mir-29b-3p,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1674,MI0000735,hsa-mir-29c,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1675,MI0000102,hsa-mir-100,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1676,MIMAT0000099,hsa-mir-101-3p,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1677,MI0000471,hsa-mir-126,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1678,MI0000472,hsa-mir-127,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1679,MI0000448,hsa-mir-130a,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1680,MI0000457,hsa-mir-141,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1681,MI0000459,hsa-mir-143,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1682,MI0000461,hsa-mir-145,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-1683,MI0000253,hsa-mir-148a,HDACs,Histone Acetylation,DOWN,23139634,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
