miRNet_id,miRBase_acc,miRNA_ID,TF_gene,TF_gene_entrez,TF_gene_embl,TF_action_type,PMID
miRNet-hsatf-1965,MI0000095,hsa-mir-93,SP7,121340,ENSG00000170374,Repression,22467200
miRNet-hsatf-1966,MI0000458,hsa-mir-142,SPI1,6688,ENSG00000066336,Activation,27480083
miRNet-hsatf-1967,MI0000477,hsa-mir-146a,SPI1,6688,ENSG00000066336,Activation,20375304
miRNet-hsatf-1968,MI0000477,hsa-mir-146a,SPI1,6688,ENSG00000066336,Activation,21730352
miRNet-hsatf-1969,MI0000477,hsa-mir-146a,SPI1,6688,ENSG00000066336,Activation,28399410
miRNet-hsatf-1970,MI0000681,hsa-mir-155,SPI1,6688,ENSG00000066336,Activation(feedback),21730352
miRNet-hsatf-1971,MI0000071,hsa-mir-17,SPI1,6688,ENSG00000066336,Repression,21897363
miRNet-hsatf-1972,MI0000072,hsa-mir-18a,SPI1,6688,ENSG00000066336,Repression(feedback),21897363
miRNet-hsatf-1973,MI0000281,hsa-mir-199a-2,SPI1,6688,ENSG00000066336,Repression,25258381
miRNet-hsatf-1974,MI0000073,hsa-mir-19a,SPI1,6688,ENSG00000066336,Repression,21897363
miRNet-hsatf-1975,MI0000074,hsa-mir-19b-1,SPI1,6688,ENSG00000066336,Repression,21897363
miRNet-hsatf-1976,MI0000076,hsa-mir-20a,SPI1,6688,ENSG00000066336,Repression,21897363
miRNet-hsatf-1977,MI0000077,hsa-mir-21,SPI1,6688,ENSG00000066336,Activation,18384814
miRNet-hsatf-1978,MI0000078,hsa-mir-22,SPI1,6688,ENSG00000066336,Activation,27617961
miRNet-hsatf-1979,MI0000300,hsa-mir-223,SPI1,6688,ENSG00000066336,Activation,17482553
miRNet-hsatf-1980,MI0000079,hsa-mir-23a,SPI1,6688,ENSG00000066336,Activation,20399246
miRNet-hsatf-1981,MI0000814,hsa-mir-338,SPI1,6688,ENSG00000066336,Activation,21730352
miRNet-hsatf-1982,MI0000805,hsa-mir-342,SPI1,6688,ENSG00000066336,Activation(feedback),21730352
miRNet-hsatf-1983,MI0001446,hsa-mir-424,SPI1,6688,ENSG00000066336,Activation(feedback),18056638
miRNet-hsatf-1984,MI0001446,hsa-mir-424,SPI1,6688,ENSG00000066336,Activation(feedback),20972335
miRNet-hsatf-1985,MI0003628,hsa-mir-615,SPI1,6688,ENSG00000066336,Activation,25987019
miRNet-hsatf-1986,MI0000093,hsa-mir-92a-1,SPI1,6688,ENSG00000066336,Repression,21897363
miRNet-hsatf-1987,MI0000457,hsa-mir-141,SPRR2A,6700,ENSG00000241794,Repression,24123265
miRNet-hsatf-1988,MI0000650,hsa-mir-200c,SPRR2A,6700,ENSG00000241794,Repression,24123265
miRNet-hsatf-1989,MI0000459,hsa-mir-143,SRC,6714,ENSG00000197122,Regulation,20351064
miRNet-hsatf-1990,MI0000461,hsa-mir-145,SRC,6714,ENSG00000197122,Regulation,20351064
miRNet-hsatf-1991,MI0000114,hsa-mir-107,SREBF1,6720,ENSG00000072310,Regulation,25522185
miRNet-hsatf-1992,MI0000482,hsa-mir-185,SREBF1,6720,ENSG00000072310,Activation(feedback),24296663
miRNet-hsatf-1993,MI0003626,hsa-mir-613,SREBF1,6720,ENSG00000072310,Activation,21310851
miRNet-hsatf-1994,MI0000071,hsa-mir-17,SREBF2,6721,ENSG00000198911,Activation,25550451
miRNet-hsatf-1995,MI0000272,hsa-mir-182,SREBF2,6721,ENSG00000198911,Activation,23823476
miRNet-hsatf-1996,MI0000273,hsa-mir-183,SREBF2,6721,ENSG00000198911,Activation,23823476
miRNet-hsatf-1997,MI0000072,hsa-mir-18a,SREBF2,6721,ENSG00000198911,Activation,25550452
miRNet-hsatf-1998,MI0000073,hsa-mir-19a,SREBF2,6721,ENSG00000198911,Activation,25550453
miRNet-hsatf-1999,MI0000074,hsa-mir-19b-1,SREBF2,6721,ENSG00000198911,Activation,25550455
miRNet-hsatf-2000,MI0000076,hsa-mir-20a,SREBF2,6721,ENSG00000198911,Activation(feedback),25550454
miRNet-hsatf-2001,MI0000093,hsa-mir-92a-1,SREBF2,6721,ENSG00000198911,Activation,25550450
miRNet-hsatf-2002,MI0000098,hsa-mir-96,SREBF2,6721,ENSG00000198911,Activation,23823476
miRNet-hsatf-2003,MI0000651,hsa-mir-1-1,SRF,6722,ENSG00000112658,Activation,15951802
miRNet-hsatf-2004,MI0000437,hsa-mir-1-2,SRF,6722,ENSG00000112658,Activation,15951802
miRNet-hsatf-2005,MI0000459,hsa-mir-143,SRF,6722,ENSG00000112658,Activation,19720868
miRNet-hsatf-2006,MI0000461,hsa-mir-145,SRF,6722,ENSG00000112658,Activation,19720868
miRNet-hsatf-2007,MI0000242,hsa-mir-199a-1,SRF,6722,ENSG00000112658,Activation,25080937
miRNet-hsatf-2008,MI0000281,hsa-mir-199a-2,SRF,6722,ENSG00000112658,Activation,23764775
miRNet-hsatf-2009,MI0000281,hsa-mir-199a-2,SRF,6722,ENSG00000112658,Activation,25080937
miRNet-hsatf-2010,MI0000490,hsa-mir-206,SRF,6722,ENSG00000112658,Activation,28342807
miRNet-hsatf-2011,MI0000290,hsa-mir-214,SRF,6722,ENSG00000112658,Activation,23764775
miRNet-hsatf-2012,MI0014136,hsa-mir-3120,SRF,6722,ENSG00000112658,Activation,23764775
miRNet-hsatf-2013,MI0000298,hsa-mir-221,SRSF1,6426,ENSG00000136450,Activation(a negative feedback loop),20385090
miRNet-hsatf-2014,MI0000299,hsa-mir-222,SRSF1,6426,ENSG00000136450,Activation(a negative feedback loop),20385090
miRNet-hsatf-2015,MI0000760,hsa-mir-361,SSTR2,6752,ENSG00000180616,Regulation,23128854
miRNet-hsatf-2016,MI0003129,hsa-mir-146b,STAT1,6772,ENSG00000115415,Activation(feedback),24762632
miRNet-hsatf-2017,MI0000681,hsa-mir-155,STAT1,6772,ENSG00000115415,Activation(feedback),26156524
miRNet-hsatf-2018,MI0000087,hsa-mir-29a,STAT1,6772,ENSG00000115415,Activation,28593745
miRNet-hsatf-2019,MI0000268,hsa-mir-34a,STAT1,6772,ENSG00000115415,Regulation(feedback),27235866
miRNet-hsatf-2020,MI0000065,hsa-let-7d,STAT3,6774,ENSG00000168610,Repression,20395557
miRNet-hsatf-2021,MI0000470,hsa-mir-125b-2,STAT3,6774,ENSG00000168610,Activation(feedback),24341525
miRNet-hsatf-2022,MI0000810,hsa-mir-135b,STAT3,6774,ENSG00000168610,Activation,22042699
miRNet-hsatf-2023,MI0000459,hsa-mir-143,STAT3,6774,ENSG00000168610,Activation,27767041
miRNet-hsatf-2024,MI0000477,hsa-mir-146a,STAT3,6774,ENSG00000168610,Activation,25607648
miRNet-hsatf-2025,MI0003129,hsa-mir-146b,STAT3,6774,ENSG00000168610,Activation,24473196
miRNet-hsatf-2026,MI0003129,hsa-mir-146b,STAT3,6774,ENSG00000168610,Activation,24667374
miRNet-hsatf-2027,MI0003129,hsa-mir-146b,STAT3,6774,ENSG00000168610,Activation,24762632
miRNet-hsatf-2028,MI0003129,hsa-mir-146b,STAT3,6774,ENSG00000168610,Activation,26451077
miRNet-hsatf-2029,MI0000479,hsa-mir-150,STAT3,6774,ENSG00000168610,Repression,26258416
miRNet-hsatf-2030,MI0000681,hsa-mir-155,STAT3,6774,ENSG00000168610,Activation,23674757
miRNet-hsatf-2031,MI0000681,hsa-mir-155,STAT3,6774,ENSG00000168610,Activation,23750211
miRNet-hsatf-2032,MI0000681,hsa-mir-155,STAT3,6774,ENSG00000168610,Repression,25092123
miRNet-hsatf-2033,MI0000069,hsa-mir-15a,STAT3,6774,ENSG00000168610,Activation(feedback),23725032
miRNet-hsatf-2034,MI0000070,hsa-mir-16-1,STAT3,6774,ENSG00000168610,Activation(feedback),23725032
miRNet-hsatf-2035,MI0000071,hsa-mir-17,STAT3,6774,ENSG00000168610,Activation(feedback),19390056
miRNet-hsatf-2036,MI0000270,hsa-mir-181b-1,STAT3,6774,ENSG00000168610,Activation(feedback),20797623
miRNet-hsatf-2037,MI0000272,hsa-mir-182,STAT3,6774,ENSG00000168610,Activation,25873390
miRNet-hsatf-2038,MI0000272,hsa-mir-182,STAT3,6774,ENSG00000168610,Activation,27246830
miRNet-hsatf-2039,MI0000273,hsa-mir-183,STAT3,6774,ENSG00000168610,Activation,25873390
miRNet-hsatf-2040,MI0000481,hsa-mir-184,STAT3,6774,ENSG00000168610,Activation,23696368
miRNet-hsatf-2041,MI0000072,hsa-mir-18a,STAT3,6774,ENSG00000168610,Activation(feedback),19390056
miRNet-hsatf-2042,MI0000239,hsa-mir-197,STAT3,6774,ENSG00000168610,Activation,25208211
miRNet-hsatf-2043,MI0000073,hsa-mir-19a,STAT3,6774,ENSG00000168610,Activation,19390056
miRNet-hsatf-2044,MI0000074,hsa-mir-19b-1,STAT3,6774,ENSG00000168610,Activation,19390056
miRNet-hsatf-2045,MI0000650,hsa-mir-200c,STAT3,6774,ENSG00000168610,Repression,25840984
miRNet-hsatf-2046,MI0000284,hsa-mir-204,STAT3,6774,ENSG00000168610,Repression,23975026
miRNet-hsatf-2047,MI0000284,hsa-mir-204,STAT3,6774,ENSG00000168610,Repression,24321270
miRNet-hsatf-2048,MI0000284,hsa-mir-204,STAT3,6774,ENSG00000168610,Repression,24613926
miRNet-hsatf-2049,MI0000076,hsa-mir-20a,STAT3,6774,ENSG00000168610,Activation(feedback),19390056
miRNet-hsatf-2050,MI0000077,hsa-mir-21,STAT3,6774,ENSG00000168610,Activation(feedback),17496199
miRNet-hsatf-2051,MI0000077,hsa-mir-21,STAT3,6774,ENSG00000168610,Regulation(feedback),20546595
miRNet-hsatf-2052,MI0000077,hsa-mir-21,STAT3,6774,ENSG00000168610,Activation(feedback),20797623
miRNet-hsatf-2053,MI0000077,hsa-mir-21,STAT3,6774,ENSG00000168610,Repression(feedback),21715655
miRNet-hsatf-2054,MI0000077,hsa-mir-21,STAT3,6774,ENSG00000168610,Activation(feedback),24853489
miRNet-hsatf-2055,MI0000077,hsa-mir-21,STAT3,6774,ENSG00000168610,Activation(feedback),25031007
miRNet-hsatf-2056,MI0000077,hsa-mir-21,STAT3,6774,ENSG00000168610,Activation(feedback),25087183
miRNet-hsatf-2057,MI0000077,hsa-mir-21,STAT3,6774,ENSG00000168610,Activation(feedback),25118289
miRNet-hsatf-2058,MI0000077,hsa-mir-21,STAT3,6774,ENSG00000168610,Activation(feedback),25365510
miRNet-hsatf-2059,MI0000290,hsa-mir-214,STAT3,6774,ENSG00000168610,Activation(feedback),26055138
miRNet-hsatf-2060,MI0000078,hsa-mir-22,STAT3,6774,ENSG00000168610,Repression(feedback),26244872
miRNet-hsatf-2061,MI0000439,hsa-mir-23b,STAT3,6774,ENSG00000168610,Activation,24341525
miRNet-hsatf-2062,MI0000080,hsa-mir-24-1,STAT3,6774,ENSG00000168610,Activation,24341525
miRNet-hsatf-2063,MI0000083,hsa-mir-26a-1,STAT3,6774,ENSG00000168610,Repression(feedback),23338972
miRNet-hsatf-2064,MI0000440,hsa-mir-27b,STAT3,6774,ENSG00000168610,Activation,24341525
miRNet-hsatf-2065,MI0000087,hsa-mir-29a,STAT3,6774,ENSG00000168610,Activation,26108174
miRNet-hsatf-2066,MI0000105,hsa-mir-29b-1,STAT3,6774,ENSG00000168610,Activation(feedback),26108174
miRNet-hsatf-2067,MI0000107,hsa-mir-29b-2,STAT3,6774,ENSG00000168610,Activation(feedback),26108174
miRNet-hsatf-2068,MI0000735,hsa-mir-29c,STAT3,6774,ENSG00000168610,Activation,26108174
miRNet-hsatf-2069,MI0000736,hsa-mir-30c-1,STAT3,6774,ENSG00000168610,Activation,24341525
miRNet-hsatf-2070,MI0000268,hsa-mir-34a,STAT3,6774,ENSG00000168610,Repression,24642471
miRNet-hsatf-2071,MI0000268,hsa-mir-34a,STAT3,6774,ENSG00000168610,Repression,26036628
miRNet-hsatf-2072,MI0000778,hsa-mir-370,STAT3,6774,ENSG00000168610,Activation,23333300
miRNet-hsatf-2073,MI0000791,hsa-mir-383,STAT3,6774,ENSG00000168610,Repression,26261078
miRNet-hsatf-2074,MI0003164,hsa-mir-520d,STAT3,6774,ENSG00000168610,Repression,28011625
miRNet-hsatf-2075,MI0003643,hsa-mir-629,STAT3,6774,ENSG00000168610,Activation,22153071
miRNet-hsatf-2076,MI0000093,hsa-mir-92a-1,STAT3,6774,ENSG00000168610,Activation(feedback),19390056
miRNet-hsatf-2077,MI0000098,hsa-mir-96,STAT3,6774,ENSG00000168610,Activation,25873390
miRNet-hsatf-2078,MI0003193,hsa-mir-506,STAT4,6775,ENSG00000138378,Repression,27542202
miRNet-hsatf-2079,MI0000458,hsa-mir-142,STAT6,6778,ENSG00000166888,Activation,26436920
miRNet-hsatf-2080,MI0000805,hsa-mir-342,STAT6,6778,ENSG00000166888,Activation,27245778
miRNet-hsatf-2081,MI0000442,hsa-mir-122,SUV39H1,6839,ENSG00000101945,Repression,23703729
miRNet-hsatf-2082,MI0000293,hsa-mir-217,SUZ12,23512,ENSG00000178691,Regulation,25703328
miRNet-hsatf-2083,MI0000089,hsa-mir-31,SUZ12,23512,ENSG00000178691,Repression,22264793
miRNet-hsatf-2084,MI0000071,hsa-mir-17,TAF15,8148,ENSG00000270647,Regulation,23128393
miRNet-hsatf-2085,MI0000071,hsa-mir-17,TAF15,8148,ENSG00000276833,Regulation,23128393
miRNet-hsatf-2086,MI0000076,hsa-mir-20a,TAF15,8148,ENSG00000270647,Regulation,23128393
miRNet-hsatf-2087,MI0000076,hsa-mir-20a,TAF15,8148,ENSG00000276833,Regulation,23128393
miRNet-hsatf-2088,MI0000460,hsa-mir-144,TAL1,6886,ENSG00000162367,Activation,26990877
miRNet-hsatf-2089,MI0003129,hsa-mir-146b,TAL1,6886,ENSG00000162367,Repression,23448994
miRNet-hsatf-2090,MI0000300,hsa-mir-223,TAL1,6886,ENSG00000162367,Repression(feedback),23448994
miRNet-hsatf-2091,MI0000300,hsa-mir-223,TAL1,6886,ENSG00000162367,Activation(feedback),23857984
miRNet-hsatf-2092,MI0000735,hsa-mir-29c,TAL1,6886,ENSG00000162367,Activation,23857984
miRNet-hsatf-2093,MI0003634,hsa-mir-620,TAL1,6886,ENSG00000162367,Repression,23857984
miRNet-hsatf-2094,MI0000734,hsa-mir-106b,TAZ,6901,ENSG00000102125,Activation,27797825
miRNet-hsatf-2095,MI0000082,hsa-mir-25,TAZ,6901,ENSG00000102125,Activation,27797825
miRNet-hsatf-2096,MI0000095,hsa-mir-93,TAZ,6901,ENSG00000102125,Activation,27797825
miRNet-hsatf-2097,MI0000098,hsa-mir-96,TBX1,6899,ENSG00000184058,Repression,25556186
miRNet-hsatf-2098,MI0000542,hsa-mir-320a,TCF3,6929,ENSG00000071564,Activation,24454819
miRNet-hsatf-2099,MI0003135,hsa-mir-495,TCF3,6929,ENSG00000071564,Activation,28454357
miRNet-hsatf-2100,MI0000446,hsa-mir-125b-1,TCF4,6925,ENSG00000196628,Activation,26968260
miRNet-hsatf-2101,MI0000477,hsa-mir-146a,TCF4,6925,ENSG00000196628,Activation,24561623
miRNet-hsatf-2102,MI0000269,hsa-mir-181a-2,TCF4,6925,ENSG00000196628,Activation(feedback),21711587
miRNet-hsatf-2103,MI0000683,hsa-mir-181b-2,TCF4,6925,ENSG00000196628,Activation,21711587
miRNet-hsatf-2104,MI0000077,hsa-mir-21,TCF4,6925,ENSG00000196628,Activation(feedback),21956205
miRNet-hsatf-2105,MI0000268,hsa-mir-34a,TCF4,6925,ENSG00000196628,Activation(feedback),25792709
miRNet-hsatf-2106,MI0000269,hsa-mir-181a-2,TCF7L2,6934,ENSG00000148737,Activation(feedback),21711587
miRNet-hsatf-2107,MI0000683,hsa-mir-181b-2,TCF7L2,6934,ENSG00000148737,Activation(feedback),21711587
miRNet-hsatf-2108,MI0000077,hsa-mir-21,TCF7L2,6934,ENSG00000148737,Activation,21956205
miRNet-hsatf-2109,MI0000734,hsa-mir-106b,TEAD1,7003,ENSG00000187079,Activation,27797825
miRNet-hsatf-2110,MI0000082,hsa-mir-25,TEAD1,7003,ENSG00000187079,Activation,27797825
miRNet-hsatf-2111,MI0000095,hsa-mir-93,TEAD1,7003,ENSG00000187079,Activation,27797825
miRNet-hsatf-2112,MI0000448,hsa-mir-130a,TEAD2,8463,ENSG00000074219,Activation,26272168
miRNet-hsatf-2113,MI0000471,hsa-mir-126,TFAP2A,7020,ENSG00000137203,Activation,26434590
miRNet-hsatf-2114,MI0000071,hsa-mir-17,TFAP2A,7020,ENSG00000137203,Activation,24068957
miRNet-hsatf-2115,MI0000072,hsa-mir-18a,TFAP2A,7020,ENSG00000137203,Activation(feedback),24068957
miRNet-hsatf-2116,MI0000073,hsa-mir-19a,TFAP2A,7020,ENSG00000137203,Activation,24068957
miRNet-hsatf-2117,MI0000074,hsa-mir-19b-1,TFAP2A,7020,ENSG00000137203,Activation,24068957
miRNet-hsatf-2118,MI0000076,hsa-mir-20a,TFAP2A,7020,ENSG00000137203,Activation,24068957
miRNet-hsatf-2119,MI0000290,hsa-mir-214,TFAP2A,7020,ENSG00000137203,Activation(feedback),23667173
miRNet-hsatf-2120,MI0003653,hsa-mir-638,TFAP2A,7020,ENSG00000137203,Repression,25650662
miRNet-hsatf-2121,MI0000093,hsa-mir-92a-1,TFAP2A,7020,ENSG00000137203,Activation,24068957
miRNet-hsatf-2122,MI0005769,hsa-mir-944,TFAP2A,7020,ENSG00000137203,Activation,26202967
miRNet-hsatf-2123,MI0005769,hsa-mir-944,TFAP2C,7022,ENSG00000087510,Activation,26202967
miRNet-hsatf-2124,MI0000065,hsa-let-7d,TGFB1,7040,ENSG00000105329,Repression,20395557
miRNet-hsatf-2125,MI0000442,hsa-mir-122,TGFB1,7040,ENSG00000105329,Repression,25909171
miRNet-hsatf-2126,MI0000457,hsa-mir-141,TGFB1,7040,ENSG00000105329,Repression,18698484
miRNet-hsatf-2127,MI0000459,hsa-mir-143,TGFB1,7040,ENSG00000105329,Activation,21673106
miRNet-hsatf-2128,MI0000461,hsa-mir-145,TGFB1,7040,ENSG00000105329,Activation,26165705
miRNet-hsatf-2129,MI0000477,hsa-mir-146a,TGFB1,7040,ENSG00000105329,Activation(feedback),20375304
miRNet-hsatf-2130,MI0000681,hsa-mir-155,TGFB1,7040,ENSG00000105329,Activation,18794355
miRNet-hsatf-2131,MI0000270,hsa-mir-181b-1,TGFB1,7040,ENSG00000105329,Activation,20023698
miRNet-hsatf-2132,MI0000683,hsa-mir-181b-2,TGFB1,7040,ENSG00000105329,Activation,20023698
miRNet-hsatf-2133,MI0000234,hsa-mir-192,TGFB1,7040,ENSG00000105329,Repression,22264233
miRNet-hsatf-2134,MI0000737,hsa-mir-200a,TGFB1,7040,ENSG00000105329,Repression,18698484
miRNet-hsatf-2135,MI0000342,hsa-mir-200b,TGFB1,7040,ENSG00000105329,Repression,18698484
miRNet-hsatf-2136,MI0000650,hsa-mir-200c,TGFB1,7040,ENSG00000105329,Repression,18698484
miRNet-hsatf-2137,MI0000285,hsa-mir-205,TGFB1,7040,ENSG00000105329,Repression,18698484
miRNet-hsatf-2138,MI0000077,hsa-mir-21,TGFB1,7040,ENSG00000105329,Activation(feedback),20705240
miRNet-hsatf-2139,MI0000077,hsa-mir-21,TGFB1,7040,ENSG00000105329,Activation(feedback),22960625
miRNet-hsatf-2140,MI0000291,hsa-mir-215,TGFB1,7040,ENSG00000105329,Activation,20705240
miRNet-hsatf-2141,MI0000292,hsa-mir-216a,TGFB1,7040,ENSG00000105329,Activation,19543271
miRNet-hsatf-2142,MI0000293,hsa-mir-217,TGFB1,7040,ENSG00000105329,Activation,19543271
miRNet-hsatf-2143,MI0000301,hsa-mir-224,TGFB1,7040,ENSG00000105329,Activation,20118412
miRNet-hsatf-2144,MI0000079,hsa-mir-23a,TGFB1,7040,ENSG00000105329,Activation,18508316
miRNet-hsatf-2145,MI0000085,hsa-mir-27a,TGFB1,7040,ENSG00000105329,Activation(feedback),18508316
miRNet-hsatf-2146,MI0000087,hsa-mir-29a,TGFB1,7040,ENSG00000105329,Repression,20201077
miRNet-hsatf-2147,MI0003685,hsa-mir-421,TGFB1,7040,ENSG00000105329,Activation,20705240
miRNet-hsatf-2148,MI0001446,hsa-mir-424,TGFB1,7040,ENSG00000105329,Activation,25266660
miRNet-hsatf-2149,MI0001641,hsa-mir-429,TGFB1,7040,ENSG00000105329,Repression,18698484
miRNet-hsatf-2150,MI0001723,hsa-mir-433,TGFB1,7040,ENSG00000105329,Activation,25750628
miRNet-hsatf-2151,MI0003188,hsa-mir-503,TGFB1,7040,ENSG00000105329,Activation,25266660
miRNet-hsatf-2152,MI0000077,hsa-mir-21,TH,7054,ENSG00000180176,Repression,27159391
miRNet-hsatf-2153,MI0003139,hsa-mir-181d,THRA,7067,ENSG00000126351,Regulation,24103759
miRNet-hsatf-2154,MI0000469,hsa-mir-125a,TLR2,7097,ENSG00000137462,Regulation,22114673
miRNet-hsatf-2155,MI0000477,hsa-mir-146a,TLR2,7097,ENSG00000137462,Activation(feedback),20375304
miRNet-hsatf-2156,MI0000085,hsa-mir-27a,TLR2,7097,ENSG00000137462,Repression,24835395
miRNet-hsatf-2157,MI0000274,hsa-mir-187,TLR4,7099,ENSG00000136869,Activation,23071313
miRNet-hsatf-2158,MI0000085,hsa-mir-27a,TLR4,7099,ENSG00000136869,Repression,24835395
miRNet-hsatf-2159,MI0000071,hsa-mir-17,TLX1,3195,ENSG00000107807,Activation,19148830
miRNet-hsatf-2160,MI0000072,hsa-mir-18a,TLX1,3195,ENSG00000107807,Activation,19148830
miRNet-hsatf-2161,MI0000073,hsa-mir-19a,TLX1,3195,ENSG00000107807,Activation,19148830
miRNet-hsatf-2162,MI0000076,hsa-mir-20a,TLX1,3195,ENSG00000107807,Activation,19148830
miRNet-hsatf-2163,MI0000071,hsa-mir-17,TLX3,30012,ENSG00000164438,Activation,19148830
miRNet-hsatf-2164,MI0000072,hsa-mir-18a,TLX3,30012,ENSG00000164438,Activation,19148830
miRNet-hsatf-2165,MI0000073,hsa-mir-19a,TLX3,30012,ENSG00000164438,Activation,19148830
miRNet-hsatf-2166,MI0000076,hsa-mir-20a,TLX3,30012,ENSG00000164438,Activation,19148830
miRNet-hsatf-2167,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000232810,Activation,26378151
miRNet-hsatf-2168,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000204490,Activation,26378151
miRNet-hsatf-2169,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000223952,Activation,26378151
miRNet-hsatf-2170,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000228978,Activation,26378151
miRNet-hsatf-2171,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000230108,Activation,26378151
miRNet-hsatf-2172,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000228321,Activation,26378151
miRNet-hsatf-2173,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000206439,Activation,26378151
miRNet-hsatf-2174,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000228849,Activation,26378151
miRNet-hsatf-2175,MI0000065,hsa-let-7d,TNF,7124,ENSG00000232810,Activation,26378151
miRNet-hsatf-2176,MI0000065,hsa-let-7d,TNF,7124,ENSG00000204490,Activation,26378151
miRNet-hsatf-2177,MI0000065,hsa-let-7d,TNF,7124,ENSG00000223952,Activation,26378151
miRNet-hsatf-2178,MI0000065,hsa-let-7d,TNF,7124,ENSG00000228978,Activation,26378151
miRNet-hsatf-2179,MI0000065,hsa-let-7d,TNF,7124,ENSG00000230108,Activation,26378151
miRNet-hsatf-2180,MI0000065,hsa-let-7d,TNF,7124,ENSG00000228321,Activation,26378151
miRNet-hsatf-2181,MI0000065,hsa-let-7d,TNF,7124,ENSG00000206439,Activation,26378151
miRNet-hsatf-2182,MI0000065,hsa-let-7d,TNF,7124,ENSG00000228849,Activation,26378151
miRNet-hsatf-2183,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000232810,Activation,26378151
miRNet-hsatf-2184,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000204490,Activation,26378151
miRNet-hsatf-2185,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000223952,Activation,26378151
miRNet-hsatf-2186,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000228978,Activation,26378151
miRNet-hsatf-2187,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000230108,Activation,26378151
miRNet-hsatf-2188,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000228321,Activation,26378151
miRNet-hsatf-2189,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000206439,Activation,26378151
miRNet-hsatf-2190,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000228849,Activation,26378151
miRNet-hsatf-2191,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000232810,Activation,24428800
miRNet-hsatf-2192,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000204490,Activation,24428800
miRNet-hsatf-2193,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000223952,Activation,24428800
miRNet-hsatf-2194,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000228978,Activation,24428800
miRNet-hsatf-2195,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000230108,Activation,24428800
miRNet-hsatf-2196,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000228321,Activation,24428800
miRNet-hsatf-2197,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000206439,Activation,24428800
miRNet-hsatf-2198,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000228849,Activation,24428800
miRNet-hsatf-2199,MI0000071,hsa-mir-17,TNF,7124,ENSG00000232810,Activation(feedback),19949084
miRNet-hsatf-2200,MI0000071,hsa-mir-17,TNF,7124,ENSG00000204490,Activation(feedback),19949084
miRNet-hsatf-2201,MI0000071,hsa-mir-17,TNF,7124,ENSG00000223952,Activation(feedback),19949084
miRNet-hsatf-2202,MI0000071,hsa-mir-17,TNF,7124,ENSG00000228978,Activation(feedback),19949084
miRNet-hsatf-2203,MI0000071,hsa-mir-17,TNF,7124,ENSG00000230108,Activation(feedback),19949084
miRNet-hsatf-2204,MI0000071,hsa-mir-17,TNF,7124,ENSG00000228321,Activation(feedback),19949084
miRNet-hsatf-2205,MI0000071,hsa-mir-17,TNF,7124,ENSG00000206439,Activation(feedback),19949084
miRNet-hsatf-2206,MI0000071,hsa-mir-17,TNF,7124,ENSG00000228849,Activation(feedback),19949084
miRNet-hsatf-2207,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000232810,Repression,24954507
miRNet-hsatf-2208,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000204490,Repression,24954507
miRNet-hsatf-2209,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000223952,Repression,24954507
miRNet-hsatf-2210,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000228978,Repression,24954507
miRNet-hsatf-2211,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000230108,Repression,24954507
miRNet-hsatf-2212,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000228321,Repression,24954507
miRNet-hsatf-2213,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000206439,Repression,24954507
miRNet-hsatf-2214,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000228849,Repression,24954507
miRNet-hsatf-2215,MI0000270,hsa-mir-181b-1,TNF,7124,ENSG00000232810,Repression,24954507
miRNet-hsatf-2216,MI0000270,hsa-mir-181b-1,TNF,7124,ENSG00000204490,Repression,24954507
miRNet-hsatf-2217,MI0000270,hsa-mir-181b-1,TNF,7124,ENSG00000223952,Repression,24954507
