miRNet_id,miRBase_acc,miRNA_ID,Drug,CID,SMILES,Cell_line,PMID,miRNA_expression
mirnet-hsamol-2477,MIMAT0003308,hsa-mir-638,Goserelin,5311128;16052011,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6;CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6.CC(=O)O,prostate,22674191,UP
mirnet-hsamol-2478,MIMAT0003308,hsa-mir-638,5-aza-2'-deoxycytidine,16886;451668;688377;17757250;44144397;68012607,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H](C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@H](O[C@@H](C1O)CO)N2C=NC(=NC2=O)N,breast cancer MDA-MB231,22076154,UP
mirnet-hsamol-2479,MIMAT0003308,hsa-mir-638,5-aza-2'-deoxycytidine,16886;451668;688377;17757250;44144397;68012607,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H](C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@H](O[C@@H](C1O)CO)N2C=NC(=NC2=O)N,breast cancer SKBR3,22076154,UP
mirnet-hsamol-2480,MIMAT0003308,hsa-mir-638,Trichostatin A,5562;444732;13507024,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,apoptosis-resistant breast cancer cells,21971930,UP
mirnet-hsamol-2481,MIMAT0003308,hsa-mir-638,Morphine,4253;5288826;5479215;6321225;16051935,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O;CN1CC[C@@]23[C@H]4[C@@H]1CC5=C2C(=C(C=C5)O)O[C@@H]3[C@@H](C=C4)O;CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O;CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.O.O.O.O.O.OS(=O)(=O)O;CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.OS(=O)(=O)O,human monocyte-derived macrophages (h-mdms) infection with HIV-1,20564181,DOWN
mirnet-hsamol-2482,MIMAT0003308,hsa-mir-638,Bisphenol A,6623;90472135;92043868;101116266,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O;[2H]C1=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[2H])[2H])O)[2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])[2H])[2H])O)[2H];[2H]C1=CC(=CC(=C1C(C)(C)C2=C(C=C(C=C2[2H])O)[2H])[2H])O;[2H]C1=CC(=CC(=C1O)[2H])C(C)(C)C2=CC(=C(C(=C2)[2H])O)[2H],MCF-7 breast cancer cell line,22403704,UP
mirnet-hsamol-2483,MIMAT0003308,hsa-mir-638,Ursodeoxycholic acid,31401;127601;73351205;126672054,CC(CCC(=O)O)C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C;C[C@H](CCC(=O)O)C1CC[C@@H]2[C@@]1(CC[C@H]3C2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C;C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@@H](C4)O)C)O)C;C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,rat Liver,20689055,UP
mirnet-hsamol-2484,MIMAT0003308,hsa-mir-638,Benzopyrene,,,human bronchial epithelial cells,22048643,DOWN
mirnet-hsamol-2485,MIMAT0003308,hsa-mir-638,5-fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,MCF-7 breast cancer cells,21506117,UP
mirnet-hsamol-2486,MIMAT0003311,hsa-mir-641,Diethylstilbestrol,3054;448537;688057,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CC/C(=C(\CC)/C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,mammosphere-derived epithelial cells (MDEC),19549897,DOWN
mirnet-hsamol-2487,MIMAT0003311,hsa-mir-641,Trichostatin A,5562;444732;13507024,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,apoptosis-resistant breast cancer cells,21971930,UP
mirnet-hsamol-2488,MIMAT0003312,hsa-mir-642a-5p,Diethylstilbestrol,3054;448537;688057,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CC/C(=C(\CC)/C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,mammosphere-derived epithelial cells (MDEC),19549897,UP
mirnet-hsamol-2489,MIMAT0003314,hsa-mir-644a,Diethylstilbestrol,3054;448537;688057,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CC/C(=C(\CC)/C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,mammosphere-derived epithelial cells (MDEC),19549897,DOWN
mirnet-hsamol-2490,MIMAT0003314,hsa-mir-644a,Mistletoe lectin-I,,,colorectal cancer cells CLY cells,20955366,DOWN
mirnet-hsamol-2491,MIMAT0003315,hsa-mir-645,Diethylstilbestrol,3054;448537;688057,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CC/C(=C(\CC)/C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,mammosphere-derived epithelial cells (MDEC),19549897,UP
mirnet-hsamol-2492,MIMAT0003315,hsa-mir-645,Trichostatin A,5562;444732;13507024,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,apoptosis-resistant breast cancer cells,21971930,DOWN
mirnet-hsamol-2493,MIMAT0003317,hsa-mir-647,Atorvastatin,2250;60822;60823;62976;15378998;70680954,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4;CC(C)C1=C(C(=C(N1CC[C@@H](C[C@@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4;CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4;CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4;CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2],PC3 prostate cancer cells,23936432,DOWN
mirnet-hsamol-2494,MIMAT0003320,hsa-mir-650,Floxuridine,3363;5790;643968;667486;6540831;13071731;43834572,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O;C1[C@@H](O[C@@H](C1O)CO)N2C=C(C(=O)NC2=O)F;C1[C@@H]([C@H](OC1N2C=C(C(=O)NC2=O)F)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O;C1[C@H]([C@@H](O[C@@H]1N2C=C(C(=O)NC2=O)F)CO)O;C1[C@H]([C@H](O[C@@H]1N2C=C(C(=O)NC2=O)F)CO)O;C1[C@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O,NCI-60 cell-line,21159603,UP
mirnet-hsamol-2495,MIMAT0003320,hsa-mir-650,FdUMP[10],,,NCI-60 cell-line,21159603,UP
mirnet-hsamol-2496,MIMAT0003320,hsa-mir-650,Irinotecan,3750;60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7;CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,NCI-60 cell-line,21159603,UP
mirnet-hsamol-2497,MIMAT0003320,hsa-mir-650,Formaldehyde,712,C=O,Human lung epithelial cells (A549),21147603,DOWN
mirnet-hsamol-2498,MIMAT0003320,hsa-mir-650,Topotecan,5515;60699;60700;11972519,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O;CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O;CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl;CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)[NH+]=C4C3=C2)O.[Cl-],NCI-60 cell-line,21159603,UP
mirnet-hsamol-2499,MIMAT0003321,hsa-mir-651-5p,Glucose,5793;64689;79025;439353;439357;11105941;12444646,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O;C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O;C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O;C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O;C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O;C([C@H]([C@@H]1[C@@H]([C@H](C(O1)O)O)O)O)O;C1=CC=C(C=C1)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O)O)O)O,endothelial cells,24394957,DOWN
mirnet-hsamol-2500,MIMAT0003321,hsa-mir-651-5p,Trichostatin A,5562;444732;13507024,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,apoptosis-resistant breast cancer cells,21971930,DOWN
mirnet-hsamol-2501,MIMAT0003321,hsa-mir-651-5p,Atorvastatin,2250;60822;60823;62976;15378998;70680954,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4;CC(C)C1=C(C(=C(N1CC[C@@H](C[C@@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4;CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4;CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4;CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2],PC3 prostate cancer cells,23936432,DOWN
mirnet-hsamol-2502,MIMAT0003321,hsa-mir-651-5p,5-aza-2'-deoxycytidine,16886;451668;688377;17757250;44144397;68012607,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H](C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@H](O[C@@H](C1O)CO)N2C=NC(=NC2=O)N,breast cancer HB2,22076154,DOWN
mirnet-hsamol-2503,MIMAT0003321,hsa-mir-651-5p,Diethylstilbestrol,3054;448537;688057,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CC/C(=C(\CC)/C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,mammosphere-derived epithelial cells (MDEC),19549897,UP
mirnet-hsamol-2504,MIMAT0003322,hsa-mir-652-3p,Formaldehyde,712,C=O,Human lung epithelial cells (A549),21147603,DOWN
mirnet-hsamol-2505,MIMAT0003322,hsa-mir-652-3p,Doxorubicin,1691;31703;443939;40469134,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O;C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O;C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl;C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)[NH3+])O,K562 cells,22606351,UP
mirnet-hsamol-2506,MIMAT0003324,hsa-mir-661,Atorvastatin,2250;60822;60823;62976;15378998;70680954,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4;CC(C)C1=C(C(=C(N1CC[C@@H](C[C@@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4;CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4;CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4;CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2],PC3 prostate cancer cells,23936432,UP
mirnet-hsamol-2507,MIMAT0003324,hsa-mir-661,Mistletoe lectin-I,,,colorectal cancer cells HT-29 cells,20955366,DOWN
mirnet-hsamol-2508,MIMAT0003324,hsa-mir-661,Mistletoe lectin-I,,,colorectal cancer cells CLY cells,20955366,DOWN
mirnet-hsamol-2509,MIMAT0003324,hsa-mir-661,Navitoclax,24978538,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,,20829195,
mirnet-hsamol-2510,MIMAT0003325,hsa-mir-662,Ascorbate,54679076,C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])O)O)O,Metastatic melanoma cell lines,25202679,UP
mirnet-hsamol-2511,MIMAT0003326,hsa-mir-663a,5-fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,MCF-7 breast cancer cells,21506117,UP
mirnet-hsamol-2512,MIMAT0003326,hsa-mir-663a,All-trans-retinoic acid,5538;444795;449171;5282379;6419707;6603983,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C;CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)[O-])/C)/C;CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C;CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C;CC1=C(C(CCC1)(C)C)/C=C\C(=C\C=C/C(=C/C(=O)O)/C)\C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,acute myeloid leukemia (AML) cell line HL-60,21518431,UP
mirnet-hsamol-2513,MIMAT0003326,hsa-mir-663a,Ascorbate,54679076,C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])O)O)O,Metastatic melanoma cell lines,25202679,UP
mirnet-hsamol-2514,MIMAT0003326,hsa-mir-663a,4-hydroxynonenal,1693;5283344,CCCCCC(/C=C/C=O)O;CCCCCC(C=CC=O)O,human leukemic HL-60 cell,19022373,UP
mirnet-hsamol-2515,MIMAT0003326,hsa-mir-663a,Bisphenol A,6623;90472135;92043868;101116266,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O;[2H]C1=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[2H])[2H])O)[2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])[2H])[2H])O)[2H];[2H]C1=CC(=CC(=C1C(C)(C)C2=C(C=C(C=C2[2H])O)[2H])[2H])O;[2H]C1=CC(=CC(=C1O)[2H])C(C)(C)C2=CC(=C(C(=C2)[2H])O)[2H],MCF-7 breast cancer cell line,22403704,UP
mirnet-hsamol-2516,MIMAT0003326,hsa-mir-663a,Celecoxib,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,gastric cancer cells.,23001726,UP
mirnet-hsamol-2517,MIMAT0003326,hsa-mir-663a,Etoposide,3310;36462;284997;439525;6419930;6604389;11072012;90657341,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;CC1OCC2C(O1)C(C(C(O2)O[C@H]3[C@H]4COC(=O)[C@@H]4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;CC1OCC2C(O1)C(C(C(O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OCC2C(O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3C4COC(=O)C4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3C4COC(=O)C4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3C4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OC[C@H]2[C@@H](O1)[C@H]([C@@H]([C@H](O2)O[C@H]3[C@@H]4COC(=O)[C@@H]4[C@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Normal human fibroblasts (AG01522),19633716,UP
mirnet-hsamol-2518,MIMAT0003326,hsa-mir-663a,Bicalutamide,2375;56069,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O;C[C@](CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,prostate,22674191,DOWN
mirnet-hsamol-2519,MIMAT0003326,hsa-mir-663a,Trastuzumab,,,SKBR3 cells.,22384020,UP
mirnet-hsamol-2520,MIMAT0003326,hsa-mir-663a,All-trans-retinoic acid,5538;444795;449171;5282379;6419707;6603983,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C;CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)[O-])/C)/C;CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C;CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C;CC1=C(C(CCC1)(C)C)/C=C\C(=C\C=C/C(=C/C(=O)O)/C)\C;CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,acute myeloid leukemia (AML) cell line HL-60,21518431,UP
mirnet-hsamol-2521,MIMAT0003326,hsa-mir-663a,"Testosterone and 1,25-Dihydroxyvitamin D3",,,prostate cancer,21592394,UP
mirnet-hsamol-2522,MIMAT0003326,hsa-mir-663a,17beta-estradiol,450;5757;68570;154274;6328313;6603846;7061189;9811784;43912931;91740223,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O;CC12CCC3C(C1CC[C@@H]2O)CCC4=C3C=CC(=C4)O;C[C@@]12CC[C@@H]3[C@@H]([C@H]1CCC2O)CCC4=C3C=CC(=C4)O;C[C@@]12CC[C@H]3[C@H]([C@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O;C[C@]12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O;C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O;C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2O)CCC4=C3C=CC(=C4)O;C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O;C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O.O;C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O,MCF-7 breast cancer cell line,22403704,UP
mirnet-hsamol-2523,MIMAT0003326,hsa-mir-663a,"1alpha,25-Dihydroxyvitamin D3",5280453;5283740;5353466;5371993;6437079;9953732;9963516;53846434;71699993;101099404;129627816;131954609,CC(CCCC(C)(C)O)C1CCC\2C1(CCC/C2=C/C=C/3\CC(CC(C3=C)O)O)C;CC(CCCC(C)(C)O)C1CCC\2C1(CCC/C2=C\C=C\3/CC(CC(C3=C)O)O)C;C[C@@H](CCCC(C)(C)O)[C@@H]1CC[C@H]\2[C@]1(CCC/C2=C\C=C/3\C[C@@H](C[C@H](C3=C)O)O)C;C[C@H](CCCC(C)(C)O)[C@H]1CCC2[C@@]1(CCCC2=CC=C3C[C@H](C[C@@H](C3=C)O)O)C;C[C@H](CCCC(C)(C)O)[C@H]1CCC\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CC(C3=C)O)O)C;C[C@H](CCCC(C)(C)O)[C@H]1CCC\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C;C[C@H](CCCC(C)(C)O)[C@H]1CCC\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](C[C@@H](C3=C)O)O)C;C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CCCC2=C/C=C\3/C[C@H](C[C@@H](C3=C)O)O)C;C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CC(C3=C)O)O)C;C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C;C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/CC(CC(C3=C)O)O)C;C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](C[C@@H](C3=C)O)O)C,prostate cancer,21592394,UP
