miRNA_ID,miRNA_expression,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-mir-455-3p,UP,basal cell carcinoma,D002280,DOID_2513,"Cancer, Integumentary System, Cells",carcinoma,basal cell
hsa-mir-455-3p,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-455-3p,UP,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-455-3p,UP,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-455-3p,DOWN,malignant melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,malignant
hsa-mir-455-3p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-455-3p,DOWN,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-mir-455-5p,UP,basal cell carcinoma,D002280,DOID_2513,"Cancer, Integumentary System, Cells",carcinoma,basal cell
hsa-mir-455-5p,UP,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-455-5p,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-455-5p,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-455-5p,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-455-5p,UP,malignant melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,malignant
hsa-mir-455-5p,UP,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-4649-3p,DOWN,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
hsa-mir-466,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-466,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-466,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-466,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-4723-5p,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-4732-5p,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-4735-3p,UP,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-4775,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-4782-3p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-4787-5p,DOWN,pancreatic ductal adenocarcinoma,"D000230,D010183",DOID_3498,"Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",adenocarcinoma,pancreatic ductal
hsa-mir-4792,DOWN,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
hsa-mir-483,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-483,DOWN,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-483,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-483,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-483-3p,UP,adrenal cortical carcinoma,D018268,DOID_3948,"Cancer, Endocrine and Metabolic Conditions",carcinoma,adrenal cortical
hsa-mir-483-3p,UP,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-483-3p,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-483-5p,UP,adrenal cortical carcinoma,D018268,DOID_3948,"Cancer, Endocrine and Metabolic Conditions",carcinoma,adrenal cortical
hsa-mir-483-5p,UP,adrenal cortical carcinoma,D018268,DOID_3948,"Cancer, Endocrine and Metabolic Conditions",carcinoma,adrenal cortical
hsa-mir-483-5p,UP,adrenal cortical carcinoma,D018268,DOID_3948,"Cancer, Endocrine and Metabolic Conditions",carcinoma,adrenal cortical
hsa-mir-483-5p,UP,adrenal cortical carcinoma,D018268,DOID_3948,"Cancer, Endocrine and Metabolic Conditions",carcinoma,adrenal cortical
hsa-mir-483-5p,UP,adrenal cortical carcinoma,D018268,DOID_3948,"Cancer, Endocrine and Metabolic Conditions",carcinoma,adrenal cortical
hsa-mir-483-5p,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-483-5p,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-483-5p,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-483-5p,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-483-5p,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-483-5p,UP,oral squamous cell carcinoma,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,oral squamous cell
hsa-mir-483-5p,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-484,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-484,DOWN,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-484,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-485,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-485,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-485,DOWN,lung adenocarcinoma,D000077192,DOID_3910,"Cancer, Respiratory Conditions",adenocarcinoma,lung
hsa-mir-485-3p,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-485-3p,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-485-3p,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-485-3p,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-485-5p,DOWN,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
hsa-mir-485-5p,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-485-5p,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-485-5p,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-485-5p,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-485-5p,DOWN,esophageal cancer,D004938,DOID_5041,"Cancer, Digestive & Gastrointestinal Conditions",esophageal cancer,
hsa-mir-485-5p,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-485-5p,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-485-5p,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-485-5p,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-485-5p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-485-5p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-485-5p,DOWN,malignant melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,malignant
hsa-mir-485-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-486,UP,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
hsa-mir-486,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-486,DOWN,esophageal cancer,D004938,DOID_5041,"Cancer, Digestive & Gastrointestinal Conditions",esophageal cancer,
hsa-mir-486,UP,glioma,D005910,,Cancer,glioma,
hsa-mir-486-3p,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-486-3p,DOWN,oral cancer,D009062,DOID_162,"Cancer, Teeth and Mouth Conditions",oral cancer,
hsa-mir-486-3p,DOWN,retinoblastoma,D012175,DOID_768,"Cancer, Eyes/Nose/Ears",retinoblastoma,
hsa-mir-486-5p,UP,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
hsa-mir-486-5p,UP,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-486-5p,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-486-5p,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-486-5p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-486-5p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-486-5p,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-486-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-486-5p,UP,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-486-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-486-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-486-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-486-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-486-5p,DOWN,papillary thyroid carcinoma,D000077273,DOID_3969,"Cancer, Endocrine and Metabolic Conditions",carcinoma,papillary thyroid
hsa-mir-486-5p,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-486-5p,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-487a,UP,esophageal cancer,D004938,DOID_5041,"Cancer, Digestive & Gastrointestinal Conditions",esophageal cancer,
hsa-mir-487a,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-487b,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-487b-3p,DOWN,colonic adenocarcinoma,D000230,DOID_234,"Cancer, Digestive & Gastrointestinal Conditions",adenocarcinoma,colonic
hsa-mir-488,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-488,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-488,UP,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-488,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-488,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-488,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-488,DOWN,renal cell carcinoma,D002292,DOID_4450,"Cancer, Genitourinary Conditions, Cells",carcinoma,renal cell
hsa-mir-488-3p,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-489,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-489,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-489,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-489,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-489,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-489,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-489,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-489-3p,UP,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-489-5p,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-489-5p,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-490,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-490,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-490-3p,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-490-3p,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-490-3p,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-490-3p,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-490-3p,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-490-3p,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-490-3p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-490-3p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-490-3p,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-490-3p,UP,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-490-3p,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-490-3p,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-490-5p,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-490-5p,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-490-5p,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-490-5p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-490-5p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-490-5p,DOWN,renal cell carcinoma,D002292,DOID_4450,"Cancer, Genitourinary Conditions, Cells",carcinoma,renal cell
hsa-mir-491,DOWN,esophageal cancer,D004938,DOID_5041,"Cancer, Digestive & Gastrointestinal Conditions",esophageal cancer,
hsa-mir-491,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-491,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-491-5p,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-491-5p,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-491-5p,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-491-5p,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-491-5p,DOWN,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
hsa-mir-491-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-491-5p,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-491-5p,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-492,UP,hepatoblastoma,D018197,DOID_687,"Cancer, Digestive & Gastrointestinal Conditions",hepatoblastoma,
hsa-mir-493,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-493,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-493,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-493,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-493,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-493,DOWN,malignant melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,malignant
hsa-mir-493,DOWN,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-mir-493,UP,pituitary carcinoma,D010911,DOID_4916,"Cancer, Endocrine and Metabolic Conditions",carcinoma,pituitary
hsa-mir-493,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-493-3p,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-493-5p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-493-5p,DOWN,liver cancer,D008113,DOID_3571,"Cancer, Digestive & Gastrointestinal Conditions",liver cancer,
hsa-mir-493-5p,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-494,DOWN,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
hsa-mir-494,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-494,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-494,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-494,UP,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-494,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-494,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-494,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-494,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-494,DOWN,esophageal cancer,D004938,DOID_5041,"Cancer, Digestive & Gastrointestinal Conditions",esophageal cancer,
hsa-mir-494,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-494,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-494,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-494,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-494,DOWN,gastrointestinal stromal tumor,D046152,DOID_9253,"Cancer, Digestive & Gastrointestinal Conditions",tumor,gastrointestinal stromal
hsa-mir-494,UP,glioma,D005910,,Cancer,glioma,
hsa-mir-494,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-494,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-494,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-494,UP,malignant melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,malignant
hsa-mir-494,DOWN,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
hsa-mir-494,UP,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-494,UP,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-494,UP,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-494,UP,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-494,DOWN,oral cancer,D009062,DOID_162,"Cancer, Teeth and Mouth Conditions",oral cancer,
hsa-mir-494,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-494,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-494,DOWN,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-mir-494,DOWN,pancreatic ductal adenocarcinoma,"D000230,D010183",DOID_3498,"Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",adenocarcinoma,pancreatic ductal
hsa-mir-494-3p,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-494-3p,UP,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
hsa-mir-495,UP,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-495,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-495,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-495,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-495,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-495,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-495,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-495,DOWN,endometrial cancer,D016889,DOID_1380,"Cancer, Genitourinary Conditions",endometrial cancer,
hsa-mir-495,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-495,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-495,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-495,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-495,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-495,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-495,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-495,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-495,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-495,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-495,DOWN,malignant melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,malignant
hsa-mir-495,DOWN,medulloblastoma,D008527,DOID_0050902,Cancer,medulloblastoma,
hsa-mir-495,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-495,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-495,DOWN,oral squamous cell carcinoma,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,oral squamous cell
hsa-mir-495,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-495,DOWN,renal cell carcinoma,D002292,DOID_4450,"Cancer, Genitourinary Conditions, Cells",carcinoma,renal cell
hsa-mir-495-3p,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-495-3p,DOWN,malignant melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,malignant
hsa-mir-496,DOWN,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
