PMID,miRNA_ID,miRBase_acc,Drug,CID,SMILES,miRNA_expression,Drug_effect,Target_gene,Regulation,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
25811198,hsa-mir-21,MI0000077,Interferon,,,DOWN,Sensitive,,,hepatitis c virus injection,"D007267,D016174",DOID_1883,"Viral Infections, Infectious Diseases, Digestive & Gastrointestinal Conditions",hepatitis,"c, virus injection"
25813250,hsa-mir-141,MI0000457,Docetaxel,3143;64780;148123;148124;11970251,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)C([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O.O.O.O;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,DOWN,Resistant,EIF4E,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
25831546,hsa-mir-93,MI0000095,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,Pol-eta,,ovarian cancer stem cells,"D010051,D014411","CL_0000034,DOID_2394","Cancer, Genitourinary Conditions, Cells",ovarian cancer stem cells,
25833695,hsa-mir-197,MI0000239,Paclitaxel,4666;36314;441276;6604028;24791027;155982214,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@@H](C(=O)[C@]3([C@@H](C[C@@H]4[C@@]([C@@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,DOWN,Resistant,NLK,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25838542,hsa-mir-182,MI0000272,Temozolomide,5394,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,DOWN,Sensitive,Bcl2L12,,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
25843291,hsa-mir-483,MI0002467,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Resistant,FIS1,,tongue squamous cell carcinoma,"D002294,D014059",DOID_0050865,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,tongue squamous cell
25846727,hsa-mir-21,MI0000077,Gemcitabine,3461;60749;60750;11054511,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)C2C([C@@H]([C@H](O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,DOWN,Resistant,p85alpha,PI3KAKT signaling pathway,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
25846738,hsa-mir-145,MI0000461,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,,,primary epithelial ovarian cancer,D000077216,DOID_2394,"Cancer, Genitourinary Conditions, Integumentary System",ovarian cancer,primary epithelial
25846738,hsa-mir-429,MI0001641,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,,,primary epithelial ovarian cancer,D000077216,DOID_2394,"Cancer, Genitourinary Conditions, Integumentary System",ovarian cancer,primary epithelial
25846738,hsa-mir-9-1,MI0000466,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,,,primary epithelial ovarian cancer,D000077216,DOID_2394,"Cancer, Genitourinary Conditions, Integumentary System",ovarian cancer,primary epithelial
25871397,hsa-mir-203a,MI0000283,Imatinib,5291;123596,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5;CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,DOWN,Sensitive,SNAI2,,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
25872328,,,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-let-7g,MI0000433,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-let-7i,MI0000434,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-1290,MI0006352,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-141,MI0000457,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-149,MI0000478,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-195,MI0000489,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-1973,MI0009983,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-200c,MI0000650,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-3135a,MI0014156,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-3621,MI0016012,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-3687-1,MI0016088,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-491,MI0003126,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-636,MI0003651,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-933,MI0005755,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,hsa-mir-96,MI0000098,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Resistant,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25872328,,,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
25873402,hsa-mir-494,MI0003134,5-Fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,DOWN,Sensitive,DPYD ,,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
25880778,hsa-mir-7-1,MI0000263,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,KCNJ2,,small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",small cell lung cancer,
25880778,hsa-mir-7-1,MI0000263,Doxorubicin (Adriamycin),,,DOWN,Sensitive,KCNJ2,,small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",small cell lung cancer,
25880778,hsa-mir-7-1,MI0000263,Etoposide,3310;36462;284997;439525;6419930;6604389;11072012;90657341,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;CC1OCC2C(O1)C(C(C(O2)O[C@H]3[C@H]4COC(=O)[C@@H]4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;CC1OCC2C(O1)C(C(C(O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OCC2C(O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3C4COC(=O)C4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3C4COC(=O)C4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3C4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OC[C@H]2[C@@H](O1)[C@H]([C@@H]([C@H](O2)O[C@H]3[C@@H]4COC(=O)[C@@H]4[C@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,DOWN,Sensitive,KCNJ2,,small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",small cell lung cancer,
25887381,,,Gemcitabine,3461;60749;60750;11054511,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)C2C([C@@H]([C@H](O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,DOWN,Sensitive,"P21, P57, TBX3",,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
25889892,hsa-mir-196b,MI0001150,Etoposide,3310;36462;284997;439525;6419930;6604389;11072012;90657341,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;CC1OCC2C(O1)C(C(C(O2)O[C@H]3[C@H]4COC(=O)[C@@H]4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;CC1OCC2C(O1)C(C(C(O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OCC2C(O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3C4COC(=O)C4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3C4COC(=O)C4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3C4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O;C[C@@H]1OC[C@H]2[C@@H](O1)[C@H]([C@@H]([C@H](O2)O[C@H]3[C@@H]4COC(=O)[C@@H]4[C@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,DOWN,Sensitive,IGF2BP1,,hepg2,,,Other/Unclassified/Multisystem,hepg2,
25900794,hsa-mir-218-1,MI0000294,Doxorubicin (Adriamycin),,,DOWN,Sensitive,BIRC5,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
25900794,hsa-mir-218-1,MI0000294,Paclitaxel,4666;36314;441276;6604028;24791027;155982214,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@@H](C(=O)[C@]3([C@@H](C[C@@H]4[C@@]([C@@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,DOWN,Sensitive,BIRC5,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
25908215,hsa-mir-218-1,MI0000294,Sirolimus,5284616;5497196;21944094;54600319;73896879;99719685;134760597;138404388,C[C@@H]1CCC2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC;C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC;C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC;C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@H]([C@@H](/C(=C\[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC;C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC;C[C@@H]1CC[C@H]2C[C@@H](C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](C(=C[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)C)O)OC)C)C)C)OC;C[C@@H]1CC[C@H]2C[C@@H](C(=C/C=C\C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C\[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)C)OC;C[C@@H]1CC[C@H]2C[C@@H](C(=CC=C/C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)C)OC,DOWN,Sensitive,Rictor,,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
25910754,hsa-mir-101-1,MI0000103,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Resistant,RIPK1,,squamous cell carcinoma,D002294,DOID_1749,"Cancer, Integumentary System, Cells",carcinoma,squamous cell
25913620,hsa-mir-145,MI0000461,5-Fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,DOWN,Sensitive,RAD18,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
25916297,hsa-mir-27a,MI0000085,Doxorubicin (Adriamycin),,,DOWN,Resistant,,,cancer,D009369,DOID_162,Cancer,cancer,
25919696,hsa-mir-224,MI0000301,5-fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,DOWN,Resistant,,,"colorectal cancer, mouce",D015179,DOID_9256,Cancer,colorectal cancer,mouce
25921099,hsa-mir-128-1,MI0000447,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,ZEB1,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
25927928,hsa-mir-148b,MI0000811,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Resistant,DNMT1,,non-small cell cancer,"D007739,D009369","CL_0000000,DOID_162","Cancer, Cells",non small cell lung cancer,
25929865,hsa-mir-497,MI0003138,5-Fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,DOWN,Sensitive,Smurf1,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
25934574,hsa-mir-1291,MI0006353,Doxorubicin (Adriamycin),,,DOWN,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
25934574,hsa-mir-1291,MI0006353,Doxorubicin (Adriamycin),,,DOWN,Sensitive,,,pancreatic carcinoma,D010190,DOID_4905,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,pancreatic
25946136,,,Gemcitabine,3461;60749;60750;11054511,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)C2C([C@@H]([C@H](O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,DOWN,Sensitive,"TUBB3, RRM2",MEK/ERK and PI3K/AKT signaling pathway,kras mutation cancer,"D009154,D009369",DOID_162,"Cancer, Congenital/Hereditary Conditions",kras mutation cancer,
25946136,,,Paclitaxel,4666;36314;441276;6604028;24791027;155982214,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@@H](C(=O)[C@]3([C@@H](C[C@@H]4[C@@]([C@@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,DOWN,Sensitive,"TUBB3, RRM2",MEK/ERK and PI3K/AKT signaling pathway,kras mutation cancer,"D009154,D009369",DOID_162,"Cancer, Congenital/Hereditary Conditions",kras mutation cancer,
25953263,hsa-mir-2278,MI0011285,Imatinib,5291;123596,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5;CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,DOWN,Sensitive,"AKT2, STAM2, STAT5A",,chronic myeloid leukemia,D015464,DOID_8552,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic myeloid
25972604,hsa-mir-155,MI0000681,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Resistant,TERF1,,neuroblastoma,D009447,DOID_769,"Cancer, Neurological Conditions",neuroblastoma,
25973145,hsa-mir-125b-1,MI0000446,Doxorubicin (Adriamycin),,,UP,Sensitive,,,neuroblastoma,D009447,DOID_769,"Cancer, Neurological Conditions",neuroblastoma,
25973145,hsa-mir-125b-1,MI0000446,Doxorubicin (Adriamycin),,,UP,Sensitive,,,neuroblastoma,D009447,DOID_769,"Cancer, Neurological Conditions",neuroblastoma,
