miRNA_ID,miRBase_acc,TSS_position,TSS_score,TSS_CAGE,TSS_tag,TSS_DNase,TSS_H3K4me3,TSS_Pol II
hsa-mir-6738,MI0022583,chr1:156068556-156069656[-],704,YES,YES,YES,YES,NO
hsa-mir-6738,MI0022583,chr1:156070336-156071456[-],704,YES,YES,YES,YES,NO
hsa-mir-6738,MI0022583,chr1:156071976-156072436[-],702,YES,YES,NO,YES,NO
hsa-mir-6738,MI0022583,chr1:156073976-156079856[-],724,YES,YES,YES,YES,YES
hsa-mir-6738,MI0022583,chr1:156083476-156083616[-],761,YES,YES,YES,NO,NO
hsa-mir-6738,MI0022583,chr1:156088516-156089576[-],772,YES,YES,YES,YES,NO
hsa-mir-6738,MI0022583,chr1:156114916-156115076[-],708,YES,YES,NO,NO,NO
hsa-mir-6738,MI0022583,chr1:156118176-156118376[-],713,YES,YES,NO,NO,NO
hsa-mir-6738,MI0022583,chr1:156119716-156121296[-],803,YES,YES,YES,YES,YES
hsa-mir-6739,MI0022584,chr1:201666253-201666353[+],0.71,NO,YES,YES,NO,NO
hsa-mir-6739,MI0022584,chr1:201670133-201670173[+],722,NO,YES,YES,NO,NO
hsa-mir-6739,MI0022584,chr1:201686933-201687113[+],725,YES,YES,YES,NO,NO
hsa-mir-6739,MI0022584,chr1:201691933-201692033[+],724,NO,YES,YES,NO,NO
hsa-mir-6739,MI0022584,chr1:201693133-201693313[+],749,NO,YES,YES,NO,NO
hsa-mir-6739,MI0022584,chr1:201708093-201708213[+],741,NO,YES,YES,NO,NO
hsa-mir-6739,MI0022584,chr1:201728753-201730113[+],878,YES,YES,YES,YES,YES
hsa-mir-6739,MI0022584,chr1:201750193-201750273[+],719,YES,YES,YES,NO,NO
hsa-mir-6740,MI0022585,chr1:201842064-201842084[+],701,NO,YES,NO,NO,YES
hsa-mir-6740,MI0022585,chr1:201845844-201846964[+],726,YES,YES,YES,YES,NO
hsa-mir-6740,MI0022585,chr1:201854784-201856284[+],846,YES,YES,YES,YES,YES
hsa-mir-6740,MI0022585,chr1:201882264-201884124[+],795,YES,YES,YES,YES,YES
hsa-mir-6741,MI0022586,chr1:226022962-226025002[-],823,YES,YES,YES,YES,YES
hsa-mir-6741,MI0022586,chr1:226076062-226076182[-],716,NO,NO,YES,NO,NO
hsa-mir-6741,MI0022586,chr1:226091262-226091342[-],714,NO,YES,NO,NO,NO
hsa-mir-6741,MI0022586,chr1:226098062-226100362[-],802,YES,YES,YES,YES,YES
hsa-mir-6741,MI0022586,chr1:226102322-226102342[-],705,YES,YES,YES,NO,NO
hsa-mir-6741,MI0022586,chr1:226102962-226102982[-],701,YES,YES,YES,NO,NO
hsa-mir-6742,MI0022587,chr1:228505349-228507989[-],779,YES,YES,YES,YES,YES
hsa-mir-6742,MI0022587,chr1:228515449-228517009[-],731,YES,YES,NO,YES,NO
hsa-mir-6742,MI0022587,chr1:228545509-228546889[-],727,NO,YES,NO,YES,NO
hsa-mir-6742,MI0022587,chr1:228557469-228558889[-],712,YES,YES,YES,YES,NO
hsa-mir-6742,MI0022587,chr1:228559889-228559909[-],702,YES,YES,YES,YES,NO
hsa-mir-6742,MI0022587,chr1:228563749-228565349[-],759,YES,YES,YES,YES,NO
hsa-mir-6742,MI0022587,chr1:228586029-228589289[-],818,YES,YES,YES,YES,YES
hsa-mir-6742,MI0022587,chr1:228590629-228590789[-],0.73,NO,YES,YES,NO,NO
hsa-mir-6743,MI0022588,chr11:107056-108856[+],0.84,YES,YES,YES,YES,YES
hsa-mir-6744,MI0022589,chr11:1057785-1058065[+],837,YES,YES,NO,NO,NO
hsa-mir-6744,MI0022589,chr11:1103165-1103225[+],712,NO,NO,YES,NO,NO
hsa-mir-6744,MI0022589,chr11:1119865-1120285[+],744,NO,NO,NO,NO,YES
hsa-mir-6744,MI0022589,chr11:1122905-1123165[+],777,YES,YES,NO,NO,NO
hsa-mir-6745,MI0022590,chr11:47314677-47315757[-],728,YES,YES,YES,YES,YES
hsa-mir-6745,MI0022590,chr11:47316617-47316637[-],725,YES,YES,NO,YES,NO
hsa-mir-6745,MI0022590,chr11:47348277-47349857[-],804,YES,YES,YES,YES,YES
hsa-mir-6745,MI0022590,chr11:47354997-47355037[-],713,NO,YES,YES,NO,YES
hsa-mir-6746,MI0022591,chr11:62067218-62067998[-],822,YES,YES,YES,YES,YES
hsa-mir-6747,MI0022592,chr11:62667071-62667471[-],721,YES,YES,NO,NO,NO
hsa-mir-6747,MI0022592,chr11:62672531-62672931[-],811,YES,YES,YES,YES,YES
hsa-mir-6747,MI0022592,chr11:62673451-62675111[-],807,YES,YES,YES,YES,YES
hsa-mir-6747,MI0022592,chr11:62678711-62678851[-],701,NO,YES,NO,NO,NO
hsa-mir-6747,MI0022592,chr11:62690331-62693811[-],748,YES,YES,YES,YES,YES
hsa-mir-6747,MI0022592,chr11:62699231-62703211[-],742,YES,YES,YES,YES,YES
hsa-mir-6747,MI0022592,chr11:62711411-62714011[-],737,YES,YES,YES,YES,NO
hsa-mir-6747,MI0022592,chr11:62720211-62722651[-],755,YES,YES,YES,YES,YES
hsa-mir-6747,MI0022592,chr11:62728851-62729011[-],704,NO,YES,NO,NO,NO
hsa-mir-6747,MI0022592,chr11:62730611-62730711[-],701,YES,YES,NO,NO,NO
hsa-mir-6747,MI0022592,chr11:62740771-62741211[-],0.71,YES,YES,NO,NO,YES
hsa-mir-6747,MI0022592,chr11:62745371-62747371[-],779,YES,YES,YES,YES,YES
hsa-mir-6747,MI0022592,chr11:62752231-62753811[-],785,YES,YES,YES,YES,YES
hsa-mir-6747,MI0022592,chr11:62763111-62763311[-],704,YES,YES,NO,YES,NO
hsa-mir-6747,MI0022592,chr11:62764131-62765951[-],775,YES,YES,YES,YES,YES
hsa-mir-6748,MI0022593,chr11:62594855-62594955[+],707,NO,YES,YES,NO,NO
hsa-mir-6748,MI0022593,chr11:62606195-62607115[+],724,YES,YES,YES,YES,NO
hsa-mir-6748,MI0022593,chr11:62609595-62610235[+],755,YES,YES,YES,YES,NO
hsa-mir-6748,MI0022593,chr11:62626995-62628995[+],743,YES,YES,YES,YES,YES
hsa-mir-6748,MI0022593,chr11:62653315-62655455[+],776,YES,YES,YES,YES,YES
hsa-mir-6748,MI0022593,chr11:62657335-62657835[+],707,YES,YES,NO,YES,NO
hsa-mir-6748,MI0022593,chr11:62660835-62662735[+],841,YES,YES,YES,YES,YES
hsa-mir-6748,MI0022593,chr11:62670675-62672335[+],804,YES,YES,YES,YES,YES
hsa-mir-6748,MI0022593,chr11:62686435-62688975[+],794,YES,YES,YES,YES,YES
hsa-mir-6749,MI0022594,chr11:65015895-65018275[-],826,YES,YES,YES,YES,YES
hsa-mir-6749,MI0022594,chr11:65023375-65026315[-],763,YES,YES,YES,YES,NO
hsa-mir-6749,MI0022594,chr11:65035675-65036075[-],0.72,YES,YES,NO,NO,YES
hsa-mir-6749,MI0022594,chr11:65071755-65072575[-],765,YES,YES,YES,YES,NO
hsa-mir-6749,MI0022594,chr11:65090295-65090395[-],721,NO,YES,YES,NO,NO
hsa-mir-6749,MI0022594,chr11:65096415-65097355[-],768,YES,YES,YES,YES,YES
hsa-mir-675,MI0005416,chr11:2096831-2097891[-],797,YES,YES,NO,NO,NO
hsa-mir-675,MI0005416,chr11:2177291-2177331[-],726,NO,YES,NO,NO,NO
hsa-mir-675,MI0005416,chr11:2192051-2192211[-],0.71,YES,NO,YES,NO,NO
hsa-mir-675,MI0005416,chr11:2193151-2193511[-],831,YES,NO,YES,NO,NO
hsa-mir-675,MI0005416,chr11:2194151-2194551[-],771,YES,NO,YES,NO,NO
hsa-mir-675,MI0005416,chr11:2195231-2195351[-],739,NO,YES,YES,NO,NO
hsa-mir-6750,MI0022595,chr11:65015997-65018277[-],829,YES,YES,YES,YES,YES
hsa-mir-6750,MI0022595,chr11:65023537-65026297[-],763,YES,YES,YES,YES,NO
hsa-mir-6750,MI0022595,chr11:65035717-65036077[-],716,YES,YES,NO,NO,YES
hsa-mir-6750,MI0022595,chr11:65071777-65072577[-],0.76,YES,YES,YES,YES,NO
hsa-mir-6750,MI0022595,chr11:65090297-65090397[-],713,NO,YES,YES,NO,NO
hsa-mir-6750,MI0022595,chr11:65096417-65097317[-],764,YES,YES,YES,YES,YES
hsa-mir-6751,MI0022596,chr11:65232858-65236058[-],799,YES,YES,YES,YES,YES
hsa-mir-6751,MI0022596,chr11:65250838-65250998[-],767,NO,YES,YES,NO,NO
hsa-mir-6751,MI0022596,chr11:65266238-65266698[-],708,NO,YES,NO,NO,YES
hsa-mir-6751,MI0022596,chr11:65280658-65283118[-],781,YES,YES,YES,YES,YES
hsa-mir-6751,MI0022596,chr11:65325198-65326338[-],799,NO,NO,YES,YES,YES
hsa-mir-6752,MI0022597,chr11:67291345-67292825[+],808,YES,YES,YES,YES,YES
hsa-mir-6752,MI0022597,chr11:67300285-67302505[+],771,YES,YES,YES,YES,YES
hsa-mir-6752,MI0022597,chr11:67307505-67307725[+],722,YES,YES,NO,YES,NO
hsa-mir-6752,MI0022597,chr11:67314785-67317485[+],726,YES,YES,YES,YES,NO
hsa-mir-6752,MI0022597,chr11:67320945-67321645[+],751,YES,YES,YES,YES,NO
hsa-mir-6752,MI0022597,chr11:67327945-67329705[+],821,YES,YES,YES,YES,YES
hsa-mir-6752,MI0022597,chr11:67337645-67337785[+],751,YES,YES,NO,NO,NO
hsa-mir-6752,MI0022597,chr11:67342705-67344405[+],743,YES,YES,YES,YES,YES
hsa-mir-6752,MI0022597,chr11:67352485-67352725[+],707,YES,YES,NO,YES,NO
hsa-mir-6752,MI0022597,chr11:67364125-67365385[+],783,YES,YES,YES,YES,YES
hsa-mir-6752,MI0022597,chr11:67368025-67369945[+],788,YES,YES,YES,YES,YES
hsa-mir-6752,MI0022597,chr11:67382365-67384165[+],817,YES,YES,YES,YES,YES
hsa-mir-6753,MI0022598,chr11:67854954-67855874[+],793,NO,YES,YES,YES,NO
hsa-mir-6753,MI0022598,chr11:67897074-67897254[+],725,YES,YES,YES,NO,NO
hsa-mir-6753,MI0022598,chr11:67902994-67904814[+],768,YES,YES,YES,YES,YES
hsa-mir-6753,MI0022598,chr11:67910054-67911314[+],779,YES,YES,YES,YES,YES
hsa-mir-6753,MI0022598,chr11:67916974-67917474[+],0.71,NO,YES,NO,NO,YES
hsa-mir-6753,MI0022598,chr11:67921594-67921794[+],708,NO,YES,NO,NO,NO
hsa-mir-6753,MI0022598,chr11:67929634-67932034[+],848,YES,YES,YES,YES,YES
hsa-mir-6753,MI0022598,chr11:67933814-67934034[+],736,YES,YES,YES,NO,NO
hsa-mir-6753,MI0022598,chr11:67937034-67937214[+],755,NO,YES,YES,NO,YES
hsa-mir-6753,MI0022598,chr11:67938314-67940974[+],773,YES,YES,YES,YES,YES
hsa-mir-6754,MI0022599,chr11:71344043-71344223[+],758,NO,YES,NO,NO,NO
hsa-mir-6754,MI0022599,chr11:71347543-71349983[+],784,YES,YES,YES,YES,YES
hsa-mir-6754,MI0022599,chr11:71351883-71354363[+],797,YES,YES,YES,YES,YES
hsa-mir-6755,MI0022600,chr11:86093253-86093893[+],728,NO,YES,YES,YES,NO
hsa-mir-6755,MI0022600,chr11:86102213-86103073[+],747,YES,YES,YES,YES,NO
hsa-mir-6755,MI0022600,chr11:86118153-86118893[+],765,NO,NO,YES,YES,NO
hsa-mir-6755,MI0022600,chr11:86144253-86146933[+],788,YES,YES,YES,YES,YES
hsa-mir-6755,MI0022600,chr11:86150273-86150513[+],776,NO,YES,NO,NO,NO
hsa-mir-6756,MI0022601,chr11:119415272-119417652[-],762,YES,YES,YES,YES,YES
hsa-mir-6756,MI0022601,chr11:119418652-119419032[-],742,YES,YES,YES,YES,YES
hsa-mir-6756,MI0022601,chr11:119420492-119421952[-],781,NO,YES,YES,YES,NO
hsa-mir-6756,MI0022601,chr11:119423672-119423792[-],747,NO,NO,YES,NO,NO
hsa-mir-6756,MI0022601,chr11:119433892-119435652[-],856,YES,YES,YES,YES,YES
hsa-mir-6756,MI0022601,chr11:119438492-119441232[-],734,YES,NO,YES,YES,NO
hsa-mir-6756,MI0022601,chr11:119456312-119457052[-],744,YES,YES,YES,YES,NO
hsa-mir-6756,MI0022601,chr11:119460112-119464852[-],721,YES,YES,YES,YES,NO
hsa-mir-6756,MI0022601,chr11:119467032-119467612[-],724,YES,YES,NO,YES,NO
hsa-mir-6756,MI0022601,chr11:119468572-119469172[-],745,YES,YES,YES,YES,NO
hsa-mir-6756,MI0022601,chr11:119470752-119470932[-],735,NO,YES,YES,NO,NO
hsa-mir-6756,MI0022601,chr11:119474292-119474412[-],732,YES,YES,YES,YES,NO
hsa-mir-6756,MI0022601,chr11:119475532-119476712[-],745,YES,YES,YES,YES,YES
hsa-mir-6756,MI0022601,chr11:119480592-119482472[-],802,YES,YES,YES,YES,YES
hsa-mir-6757,MI0022602,chr12:52880944-52881044[+],0.73,NO,NO,YES,NO,NO
hsa-mir-6757,MI0022602,chr12:52905964-52907644[+],834,YES,YES,YES,YES,YES
hsa-mir-6757,MI0022602,chr12:52934684-52934784[+],743,YES,YES,NO,NO,NO
hsa-mir-6757,MI0022602,chr12:52945764-52950704[+],738,YES,YES,YES,YES,YES
hsa-mir-6757,MI0022602,chr12:52952664-52953444[+],724,YES,YES,YES,YES,YES
hsa-mir-6757,MI0022602,chr12:52954324-52954664[+],732,YES,YES,YES,YES,YES
hsa-mir-6758,MI0022603,chr12:57329488-57331708[+],814,YES,YES,YES,YES,YES
hsa-mir-6758,MI0022603,chr12:57335128-57335648[+],706,YES,YES,NO,NO,YES
hsa-mir-6758,MI0022603,chr12:57353008-57353168[+],741,NO,YES,YES,NO,NO
hsa-mir-6758,MI0022603,chr12:57355228-57355528[+],761,YES,YES,NO,NO,YES
hsa-mir-6758,MI0022603,chr12:57359228-57362988[+],724,YES,YES,YES,YES,NO
hsa-mir-6758,MI0022603,chr12:57374988-57376548[+],724,YES,YES,NO,YES,NO
hsa-mir-6758,MI0022603,chr12:57377828-57377868[+],702,YES,YES,NO,NO,NO
hsa-mir-6758,MI0022603,chr12:57387608-57389528[+],767,YES,YES,YES,YES,YES
hsa-mir-6758,MI0022603,chr12:57390308-57390648[+],735,YES,YES,NO,YES,NO
hsa-mir-6759,MI0022604,chr12:57849262-57849282[-],0.7,YES,YES,NO,NO,NO
hsa-mir-6759,MI0022604,chr12:57850842-57853102[-],797,YES,YES,YES,YES,YES
hsa-mir-6759,MI0022604,chr12:57854262-57856962[-],744,YES,YES,YES,YES,YES
hsa-mir-6759,MI0022604,chr12:57858562-57858802[-],704,NO,YES,NO,NO,NO
hsa-mir-6759,MI0022604,chr12:57865102-57865282[-],723,YES,YES,YES,NO,NO
hsa-mir-6759,MI0022604,chr12:57866262-57866782[-],0.74,YES,YES,YES,YES,NO
hsa-mir-6759,MI0022604,chr12:57871402-57873562[-],0.82,YES,YES,YES,YES,YES
hsa-mir-6759,MI0022604,chr12:57882622-57884022[-],859,YES,YES,YES,YES,YES
hsa-mir-6759,MI0022604,chr12:57903502-57903642[-],715,NO,YES,YES,NO,NO
hsa-mir-6759,MI0022604,chr12:57914282-57914922[-],708,NO,YES,NO,NO,YES
hsa-mir-6759,MI0022604,chr12:57916802-57916942[-],0.72,NO,YES,YES,NO,NO
hsa-mir-6759,MI0022604,chr12:57923322-57923602[-],704,YES,YES,NO,NO,NO
hsa-mir-6759,MI0022604,chr12:57931482-57931622[-],722,NO,YES,YES,NO,NO
hsa-mir-6759,MI0022604,chr12:57936782-57938722[-],716,YES,YES,YES,YES,NO
hsa-mir-6759,MI0022604,chr12:57940662-57947402[-],722,YES,YES,YES,YES,YES
hsa-mir-676,MI0016436,chrX:69837817-69837977[+],731,NO,YES,NO,NO,NO
hsa-mir-676,MI0016436,chrX:69869017-69869197[+],0.77,NO,NO,YES,NO,NO
hsa-mir-676,MI0016436,chrX:69889177-69889357[+],835,NO,NO,YES,NO,NO
hsa-mir-676,MI0016436,chrX:69901297-69901517[+],867,NO,YES,YES,NO,NO
hsa-mir-676,MI0016436,chrX:69913617-69914137[+],782,NO,NO,YES,NO,NO
hsa-mir-6760,MI0022605,chr12:111198882-111199062[+],864,NO,NO,YES,NO,NO
hsa-mir-6761,MI0022606,chr12:111615414-111615494[+],716,NO,YES,YES,NO,NO
hsa-mir-6761,MI0022606,chr12:111653354-111653454[+],707,NO,YES,YES,NO,NO
hsa-mir-6761,MI0022606,chr12:111654794-111654934[+],714,NO,YES,YES,NO,NO
hsa-mir-6761,MI0022606,chr12:111658374-111658474[+],713,NO,NO,YES,NO,NO
hsa-mir-6761,MI0022606,chr12:111666034-111668774[+],807,YES,YES,YES,YES,YES
hsa-mir-6761,MI0022606,chr12:111674034-111674174[+],726,YES,NO,YES,NO,NO
hsa-mir-6761,MI0022606,chr12:111675694-111675854[+],725,YES,YES,YES,NO,YES
hsa-mir-6762,MI0022607,chr12:113121103-113123583[+],0.77,YES,YES,YES,YES,YES
hsa-mir-6762,MI0022607,chr12:113133043-113133383[+],722,YES,YES,YES,YES,NO
hsa-mir-6762,MI0022607,chr12:113144423-113146303[+],711,YES,YES,YES,YES,NO
hsa-mir-6762,MI0022607,chr12:113152663-113152703[+],0.7,NO,NO,YES,NO,NO
hsa-mir-6762,MI0022607,chr12:113159683-113159863[+],749,YES,YES,YES,NO,NO
hsa-mir-6763,MI0022608,chr12:132388597-132392897[+],0.79,YES,YES,YES,YES,YES
hsa-mir-6763,MI0022608,chr12:132405237-132405477[+],723,YES,NO,YES,YES,NO
hsa-mir-6763,MI0022608,chr12:132406697-132407317[+],776,NO,YES,YES,YES,NO
hsa-mir-6763,MI0022608,chr12:132409737-132410297[+],745,NO,YES,NO,YES,NO
hsa-mir-6763,MI0022608,chr12:132416617-132416637[+],717,NO,YES,NO,NO,YES
hsa-mir-6763,MI0022608,chr12:132417257-132417677[+],784,NO,YES,NO,NO,YES
hsa-mir-6763,MI0022608,chr12:132423937-132424117[+],741,NO,YES,YES,NO,NO
hsa-mir-6763,MI0022608,chr12:132425297-132425997[+],735,NO,YES,NO,YES,NO
hsa-mir-6763,MI0022608,chr12:132459097-132461297[+],827,YES,YES,YES,YES,NO
hsa-mir-6763,MI0022608,chr12:132471277-132471437[+],704,YES,YES,NO,NO,NO
hsa-mir-6763,MI0022608,chr12:132481397-132481517[+],702,YES,YES,NO,NO,NO
hsa-mir-6764,MI0022609,chr14:100092337-100093737[+],824,NO,YES,YES,YES,YES
hsa-mir-6764,MI0022609,chr14:100113497-100114937[+],829,YES,YES,YES,YES,YES
hsa-mir-6764,MI0022609,chr14:100121297-100122277[+],771,NO,YES,YES,YES,YES
hsa-mir-6764,MI0022609,chr14:100136957-100141437[+],829,YES,YES,YES,YES,YES
hsa-mir-6764,MI0022609,chr14:100162337-100162477[+],702,NO,YES,NO,NO,NO
hsa-mir-6764,MI0022609,chr14:100165377-100165557[+],703,NO,YES,NO,NO,NO
hsa-mir-6764,MI0022609,chr14:100169797-100169837[+],0.7,NO,YES,NO,NO,NO
hsa-mir-6764,MI0022609,chr14:100172657-100172797[+],701,NO,YES,NO,NO,NO
hsa-mir-6764,MI0022609,chr14:100173877-100173897[+],0.7,NO,YES,NO,NO,NO
hsa-mir-6764,MI0022609,chr14:100175117-100175137[+],0.7,NO,YES,NO,NO,NO
hsa-mir-6765,MI0022610,chr14:105253464-105253664[-],712,NO,YES,YES,NO,NO
hsa-mir-6765,MI0022610,chr14:105265964-105268104[-],736,YES,YES,YES,YES,NO
hsa-mir-6765,MI0022610,chr14:105268644-105269344[-],742,YES,YES,YES,YES,NO
hsa-mir-6765,MI0022610,chr14:105280224-105281404[-],743,YES,YES,YES,YES,NO
hsa-mir-6765,MI0022610,chr14:105296524-105297584[-],721,NO,NO,YES,YES,NO
hsa-mir-6765,MI0022610,chr14:105299224-105299384[-],724,NO,NO,YES,NO,NO
hsa-mir-6765,MI0022610,chr14:105303124-105303244[-],0.75,NO,NO,YES,NO,NO
hsa-mir-6765,MI0022610,chr14:105304704-105304884[-],752,YES,NO,YES,NO,NO
hsa-mir-6765,MI0022610,chr14:105307544-105307704[-],727,NO,NO,YES,NO,NO
hsa-mir-6765,MI0022610,chr14:105321084-105321224[-],726,NO,YES,YES,NO,NO
hsa-mir-6765,MI0022610,chr14:105345384-105346324[-],726,NO,YES,NO,YES,NO
hsa-mir-6765,MI0022610,chr14:105347404-105349744[-],812,YES,YES,YES,YES,NO
hsa-mir-6766,MI0022611,chr15:89432370-89436330[-],773,YES,YES,YES,YES,YES
hsa-mir-6766,MI0022611,chr15:89458550-89459570[-],0.83,NO,NO,YES,YES,NO
hsa-mir-6766,MI0022611,chr15:89461610-89473090[-],712,YES,YES,YES,YES,NO
hsa-mir-6766,MI0022611,chr15:89478430-89480050[-],745,YES,YES,NO,YES,NO
hsa-mir-6766,MI0022611,chr15:89483690-89483930[-],732,NO,YES,YES,NO,NO
hsa-mir-6766,MI0022611,chr15:89499050-89500690[-],772,YES,YES,NO,YES,NO
hsa-mir-6766,MI0022611,chr15:89508370-89508970[-],752,NO,YES,NO,YES,NO
hsa-mir-6766,MI0022611,chr15:89511150-89511830[-],764,NO,YES,NO,YES,NO
hsa-mir-6766,MI0022611,chr15:89519430-89519690[-],725,NO,YES,YES,NO,NO
hsa-mir-6767,MI0022612,chr16:2323232-2323392[+],737,NO,NO,YES,NO,NO
hsa-mir-6767,MI0022612,chr16:2328352-2330952[+],845,YES,YES,YES,YES,YES
hsa-mir-6768,MI0022613,chr16:2323227-2323347[+],726,NO,NO,YES,NO,NO
hsa-mir-6768,MI0022613,chr16:2328427-2330947[+],838,YES,YES,YES,YES,YES
hsa-mir-6768,MI0022613,chr16:2359087-2360947[+],764,YES,YES,YES,YES,YES
hsa-mir-6769a,MI0022614,chr16:4472878-4472938[+],721,NO,NO,YES,NO,NO
hsa-mir-6769a,MI0022614,chr16:4485598-4485658[+],731,NO,NO,YES,NO,NO
hsa-mir-6769a,MI0022614,chr16:4500858-4501798[+],746,NO,YES,NO,YES,NO
hsa-mir-6769a,MI0022614,chr16:4512958-4517358[+],0.8,YES,YES,YES,YES,YES
hsa-mir-6769a,MI0022614,chr16:4518598-4518698[+],702,NO,NO,NO,NO,YES
hsa-mir-6769a,MI0022614,chr16:4524258-4526518[+],836,YES,YES,YES,YES,YES
hsa-mir-6769a,MI0022614,chr16:4550578-4550718[+],731,NO,YES,YES,NO,NO
hsa-mir-6769a,MI0022614,chr16:4552758-4552838[+],707,NO,YES,NO,NO,NO
hsa-mir-6769a,MI0022614,chr16:4560658-4560798[+],737,NO,NO,YES,NO,NO
hsa-mir-6769a,MI0022614,chr16:4563918-4564238[+],741,YES,YES,YES,NO,YES
hsa-mir-6769b,MI0022706,chr1:206345183-206345363[+],791,NO,YES,YES,NO,NO
hsa-mir-6769b,MI0022706,chr1:206354803-206355083[+],717,NO,YES,NO,NO,NO
hsa-mir-6769b,MI0022706,chr1:206357483-206357563[+],701,NO,YES,NO,NO,NO
hsa-mir-6769b,MI0022706,chr1:206358683-206358963[+],712,NO,YES,NO,NO,NO
hsa-mir-6769b,MI0022706,chr1:206361123-206361303[+],705,NO,YES,NO,NO,NO
hsa-mir-6769b,MI0022706,chr1:206363643-206363703[+],701,NO,YES,NO,NO,NO
hsa-mir-6769b,MI0022706,chr1:206367523-206368303[+],737,NO,YES,YES,NO,NO
hsa-mir-6769b,MI0022706,chr1:206369903-206371403[+],0.83,YES,YES,NO,YES,YES
hsa-mir-6770-1,MI0022615,chr16:14732520-14732720[+],712,NO,YES,YES,NO,NO
hsa-mir-6770-1,MI0022615,chr16:14733620-14734000[+],797,NO,YES,YES,NO,NO
hsa-mir-6770-1,MI0022615,chr16:14734840-14734860[+],716,NO,NO,YES,NO,NO
hsa-mir-6770-1,MI0022615,chr16:14756860-14756880[+],0.72,NO,YES,NO,NO,NO
hsa-mir-6770-1,MI0022615,chr16:14757460-14757840[+],722,NO,YES,NO,NO,NO
hsa-mir-6770-1,MI0022615,chr16:14758700-14758720[+],0.72,NO,YES,NO,NO,NO
hsa-mir-6770-1,MI0022615,chr16:14773040-14774900[+],722,NO,YES,NO,NO,YES
hsa-mir-6770-1,MI0022615,chr16:14775460-14775760[+],715,NO,YES,NO,NO,YES
hsa-mir-6770-1,MI0022615,chr16:14795720-14795880[+],721,NO,YES,NO,NO,NO
hsa-mir-6770-1,MI0022615,chr16:14810940-14811140[+],709,NO,NO,YES,YES,NO
hsa-mir-6770-1,MI0022615,chr16:14811780-14812400[+],806,NO,NO,YES,YES,NO
hsa-mir-6770-1,MI0022615,chr16:14813520-14813540[+],707,NO,NO,NO,YES,NO
hsa-mir-6770-1,MI0022615,chr16:16131125-16131525[+],727,YES,YES,YES,YES,YES
hsa-mir-6770-1,MI0022615,chr16:16132145-16132885[+],855,YES,YES,YES,YES,YES
hsa-mir-6770-1,MI0022615,chr16:16133665-16133865[+],725,NO,NO,YES,NO,YES
hsa-mir-6770-1,MI0022615,chr16:16156145-16156165[+],763,NO,YES,NO,NO,NO
hsa-mir-6770-1,MI0022615,chr16:16157905-16160005[+],757,NO,NO,YES,NO,NO
hsa-mir-6770-1,MI0022615,chr16:16171465-16174185[+],743,NO,YES,NO,NO,YES
hsa-mir-6770-1,MI0022615,chr16:18486650-18486690[-],712,NO,YES,NO,NO,NO
hsa-mir-6770-1,MI0022615,chr16:18497270-18497370[-],714,NO,YES,NO,NO,NO
hsa-mir-6770-1,MI0022615,chr16:18500230-18500250[-],707,NO,NO,YES,NO,NO
hsa-mir-6770-1,MI0022615,chr16:18500810-18500830[-],776,NO,NO,YES,NO,NO
hsa-mir-6770-1,MI0022615,chr16:18501330-18501490[-],829,NO,NO,YES,NO,NO
hsa-mir-6771,MI0022616,chr16:50110716-50110796[+],735,NO,YES,YES,NO,NO
hsa-mir-6771,MI0022616,chr16:50145416-50146816[+],797,YES,YES,NO,YES,NO
hsa-mir-6771,MI0022616,chr16:50159496-50159596[+],716,NO,NO,YES,NO,NO
hsa-mir-6771,MI0022616,chr16:50166456-50166576[+],715,YES,YES,YES,NO,NO
hsa-mir-6771,MI0022616,chr16:50179236-50179336[+],719,YES,NO,YES,NO,NO
hsa-mir-6771,MI0022616,chr16:50182136-50182296[+],0.71,YES,NO,YES,NO,NO
hsa-mir-6772,MI0022617,chr16:57872552-57872872[-],705,NO,YES,NO,NO,NO
hsa-mir-6772,MI0022617,chr16:57873472-57874472[-],711,YES,YES,YES,NO,NO
hsa-mir-6772,MI0022617,chr16:57875112-57875212[-],707,YES,YES,YES,NO,NO
hsa-mir-6772,MI0022617,chr16:57876612-57876672[-],0.7,NO,YES,NO,NO,NO
hsa-mir-6772,MI0022617,chr16:57879092-57879112[-],0.7,NO,YES,NO,NO,NO
hsa-mir-6772,MI0022617,chr16:57880212-57880252[-],702,NO,YES,NO,NO,YES
hsa-mir-6772,MI0022617,chr16:57880912-57881412[-],722,NO,YES,NO,NO,YES
hsa-mir-6772,MI0022617,chr16:57883272-57883472[-],702,NO,YES,NO,NO,NO
hsa-mir-6772,MI0022617,chr16:57884332-57884372[-],0.7,NO,YES,NO,NO,NO
hsa-mir-6772,MI0022617,chr16:57886992-57887272[-],744,NO,YES,YES,NO,NO
hsa-mir-6772,MI0022617,chr16:57891292-57891492[-],737,YES,YES,YES,NO,NO
hsa-mir-6772,MI0022617,chr16:57894912-57895692[-],0.71,NO,YES,YES,NO,NO
hsa-mir-6772,MI0022617,chr16:57896972-57896992[-],722,YES,YES,NO,NO,YES
hsa-mir-6772,MI0022617,chr16:57897532-57897892[-],795,YES,YES,NO,NO,YES
hsa-mir-6772,MI0022617,chr16:57900032-57903672[-],786,YES,YES,YES,YES,YES
