miRNA_ID,miRBase_acc,precursor_miRNA_id,PMID,diagnostic_marker,prognostic_marker,tested_prognostic_outcome,Biomarker_sample_type,miRNA_expression,Cell_line,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-miR-323b-5p,MIMAT0001630,hsa-mir-323b,30305681,YES, , ,Plasma,UP,,ischemia,D007511,"DOID_326,SYMP_0000209",Cardiovascular Conditions,ischemia,
hsa-miR-323b-5p,MIMAT0001630,hsa-mir-323b,30305681,YES, , ,Plasma,UP,,ischemia,D007511,"DOID_326,SYMP_0000209",Cardiovascular Conditions,ischemia,
hsa-miR-324-3p,MIMAT0000762,hsa-mir-324,22087245,YES, , ,Serum,UP,"throat, stool or vesicle swab",picornaviridae infections,D010850,NCBITaxon_12058,Infectious Diseases,picornaviridae infections,
hsa-miR-328-3p,MIMAT0000752,hsa-mir-328,29602672,YES, , ,Serum,UP,,acute-on-chronic liver failure,D065290,UBERON_0002107,Digestive & Gastrointestinal Conditions,liver failure,acute-on-chronic
hsa-miR-335-5p,MIMAT0000765,hsa-mir-335,23267864,YES, , ,Blood,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-335-5p,MIMAT0000765,hsa-mir-335,23267864,YES, , ,Blood,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-33a-5p,MIMAT0000091,hsa-mir-33a,28179587,YES, , ,Plasma,DOWN,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-342-3p,MIMAT0000753,hsa-mir-342,30210287, ,POSITIVE,bulbar onset,Plasma,DOWN,,amyotrophic lateral sclerosis,D000690,"DOID_0111227,DOID_332",Neurological Conditions,amyotrophic lateral sclerosis,
hsa-miR-342-3p,MIMAT0000753,hsa-mir-342,23073777,YES, , ,Serum,UP,serum,whooping cough,D014917,DOID_1116,Infectious Diseases,whooping cough,
hsa-miR-342-3p,MIMAT0000753,hsa-mir-342,19954774,YES, , ,Blood,DOWN,,"diabetes mellitus, type 1",D003922,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions",diabetes mellitus,type 1
hsa-miR-345-5p,MIMAT0000772,hsa-mir-345,24901787,YES, , ,Plasma,UP,,osteoarthritis,D010003,DOID_8398,Musculoskeletal Conditions,osteoarthritis,
hsa-miR-346,MIMAT0000773,hsa-mir-346,22052531,YES, , ,Serum,UP,prostate,"prostatic neoplasms, castration-resistant",D064129,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic castration-resistant
hsa-miR-34a-5p,MIMAT0000255,hsa-mir-34a,21886843,YES, , ,Serum,UP,liver,"hepatitis c, chronic",D019698,DOID_1883,"Viral Infections, Infectious Diseases, Digestive & Gastrointestinal Conditions",hepatitis,"c, chronic"
hsa-miR-34a-5p,MIMAT0000255,hsa-mir-34a,24550773,YES, , ,Plasma,UP,,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-34a-5p,MIMAT0000255,hsa-mir-34a,21398193,YES, , ,Serum,UP,lung,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-34a-5p,MIMAT0000255,hsa-mir-34a,21886843, ,POSITIVE,disease severity,Serum,UP,liver,"hepatitis c, chronic",D019698,DOID_1883,"Viral Infections, Infectious Diseases, Digestive & Gastrointestinal Conditions",hepatitis,"c, chronic"
hsa-miR-34a-5p,MIMAT0000255,hsa-mir-34a,21886843,YES, , ,Serum,UP,liver,"hepatitis c, chronic",D019698,DOID_1883,"Viral Infections, Infectious Diseases, Digestive & Gastrointestinal Conditions",hepatitis,"c, chronic"
hsa-miR-34a-5p,MIMAT0000255,hsa-mir-34a,21886843,YES, , ,Serum,UP,liver,non-alcoholic fatty liver disease,D065626,DOID_9452,"Digestive & Gastrointestinal Conditions, Substance Abuse",fatty liver disease,non alcoholic
hsa-miR-34a-5p,MIMAT0000255,hsa-mir-34a,23323620,YES, , ,Serum,UP,heart,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-34a-5p,MIMAT0000255,hsa-mir-34a,21886843, ,POSITIVE,disease severity,Serum,UP,liver,non-alcoholic fatty liver disease,D065626,DOID_9452,"Digestive & Gastrointestinal Conditions, Substance Abuse",fatty liver disease,non alcoholic
hsa-miR-34a-5p,MIMAT0000255,hsa-mir-34a,24550773,YES, , ,Plasma,UP,,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-34b-5p,MIMAT0000685,hsa-mir-34b,24168922,YES, , ,Serum,UP,,"mesothelioma, malignant",D000086002,,Cancer,mesothelioma,malignant
hsa-miR-34c-5p,MIMAT0000686,hsa-mir-34c,24168922,YES, , ,Serum,UP,,"mesothelioma, malignant",D000086002,,Cancer,mesothelioma,malignant
hsa-miR-34c-5p,MIMAT0000686,hsa-mir-34c,24550773,YES, , ,Plasma,UP,,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-361-3p,MIMAT0004682,hsa-mir-361,22675530,YES, , ,Serum,DOWN,,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-361-5p,MIMAT0000703,hsa-mir-361,25203061,YES, , ,Serum,DOWN,,macular degeneration,D008268,DOID_4448,Neurological Conditions,macular degeneration,
hsa-miR-361-5p,MIMAT0000703,hsa-mir-361,25184815,YES, , ,Plasma,UP,heart,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-361-5p,MIMAT0000703,hsa-mir-361,25203061,YES, , ,Serum,DOWN,,macular degeneration,D008268,DOID_4448,Neurological Conditions,macular degeneration,
hsa-miR-361-5p,MIMAT0000703,hsa-mir-361,25184815,YES, , ,Plasma,UP,heart,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-362-3p,MIMAT0004683,hsa-mir-362,22087245,YES, , ,Serum,UP,"throat, stool or vesicle swab",picornaviridae infections,D010850,NCBITaxon_12058,Infectious Diseases,picornaviridae infections,
hsa-miR-370-3p,MIMAT0000722,hsa-mir-370,31980721,YES, , ,Serum,UP,,bipolar disorder,D001714,DOID_3312,Mood and Personality Disorders,bipolar disorder,
hsa-miR-370-3p,MIMAT0000722,hsa-mir-370,24405714, ,POSITIVE,post-therapeutic efficacy,Serum,UP,pelvic lymph node,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-375-3p,MIMAT0000728,hsa-mir-375,22952344, ,NEGATIVE,progression-free survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-375-3p,MIMAT0000728,hsa-mir-375,22952344, ,NEGATIVE,overall survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-375-3p,MIMAT0000728,hsa-mir-375,20473869, ,NEGATIVE,high risk prostate cancer,Serum,UP,prostate,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-375-3p,MIMAT0000728,hsa-mir-375,22952344,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-375-3p,MIMAT0000728,hsa-mir-375,22052531,YES, , ,Serum,UP,prostate,"prostatic neoplasms, castration-resistant",D064129,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic castration-resistant
hsa-miR-375-3p,MIMAT0000728,hsa-mir-375,29054761,YES, , ,Plasma,UP,,hashimoto disease,D050031,DOID_4,Endocrine and Metabolic Conditions,hashimoto disease,
hsa-miR-375-3p,MIMAT0000728,hsa-mir-375,20473869, ,NEGATIVE,high risk prostate cancer,Serum,UP,prostate,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-376a-3p,MIMAT0000729,hsa-mir-376a-1|hsa-mir-376a-2,24204780,YES, , ,Serum,UP,,obesity,D009765,"DOID_9970,SYMP_0020018",Endocrine and Metabolic Conditions,obesity,
hsa-miR-376a-3p,MIMAT0000729,hsa-mir-376a-1|hsa-mir-376a-2,24204780,YES, , ,Serum,UP,,"diabetes mellitus, type 2",D003924,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions",diabetes mellitus,type 2
hsa-miR-376a-3p,MIMAT0000729,hsa-mir-376a-1|hsa-mir-376a-2,24194846,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-376a-3p,MIMAT0000729,hsa-mir-376a-1|hsa-mir-376a-2,24204780,YES, , ,Serum,DOWN,,obesity,D009765,"DOID_9970,SYMP_0020018",Endocrine and Metabolic Conditions,obesity,
hsa-miR-376a-3p,MIMAT0000729,hsa-mir-376a-1|hsa-mir-376a-2,24204780,YES, , ,Serum,DOWN,,"diabetes mellitus, type 2",D003924,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions",diabetes mellitus,type 2
hsa-miR-376a-3p,MIMAT0000729,hsa-mir-376a-1|hsa-mir-376a-2,24194846,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-376c-3p,MIMAT0000720,hsa-mir-376c,24699363,YES, , ,Serum,UP,,"influenza, human",D007251,DOID_8469,Viral Infections,influenza,human
hsa-miR-376c-3p,MIMAT0000720,hsa-mir-376c,24194846,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-376c-3p,MIMAT0000720,hsa-mir-376c,24699363,YES, , ,Serum,UP,,"influenza, human",D007251,DOID_8469,Viral Infections,influenza,human
hsa-miR-376c-3p,MIMAT0000720,hsa-mir-376c,24699363,YES, , ,Serum,UP,,"influenza, human",D007251,DOID_8469,Viral Infections,influenza,human
hsa-miR-376c-3p,MIMAT0000720,hsa-mir-376c,22927033,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-378a-5p,MIMAT0000731,hsa-mir-378a,22169097,YES, , ,Serum,UP,,stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-382-5p,MIMAT0000737,hsa-mir-382,24368295,YES, , ,Plasma,UP,,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-409-3p,MIMAT0001639,hsa-mir-409,22927033,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-409-3p,MIMAT0001639,hsa-mir-409,24194846,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-411-5p,MIMAT0003329,hsa-mir-411,22353773,YES, , ,Serum,DOWN,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-411-5p,MIMAT0003329,hsa-mir-411,22353773,YES, , ,Serum,DOWN,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-411-5p,MIMAT0003329,hsa-mir-411,22353773, ,NEGATIVE,progression of disease under treatment,Serum,DOWN,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-411-5p,MIMAT0003329,hsa-mir-411,31746360, ,POSITIVE,radiotherapy efficacy,Blood,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-411-5p,MIMAT0003329,hsa-mir-411,29028091, ,NEGATIVE,overall survival,Serum,UP,lung,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-411-5p,MIMAT0003329,hsa-mir-411,29028091,YES, , ,Serum,UP,lung,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-411-5p,MIMAT0003329,hsa-mir-411,22353773,YES, , ,Serum,DOWN,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-422a,MIMAT0001339,hsa-mir-422a,24447930,YES, , ,Blood,UP,brain,stroke,D020521,DOID_6713,"Cardiovascular Conditions, Neurological Conditions",stroke,
hsa-miR-423-5p,MIMAT0004748,hsa-mir-423,22120965,YES, , ,Serum,UP,heart,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-423-5p,MIMAT0004748,hsa-mir-423,24253456,YES, , ,Plasma,UP,,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-424-5p,MIMAT0001341,hsa-mir-424,25203061,YES, , ,Serum,DOWN,,macular degeneration,D008268,DOID_4448,Neurological Conditions,macular degeneration,
hsa-miR-424-5p,MIMAT0001341,hsa-mir-424,25203061,YES, , ,Serum,DOWN,,macular degeneration,D008268,DOID_4448,Neurological Conditions,macular degeneration,
hsa-miR-425-3p,MIMAT0001343,hsa-mir-425,21060830,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-429,MIMAT0001536,hsa-mir-429,21372198,YES, , ,Serum,DOWN,,"lupus erythematosus, systemic",D008180,DOID_9074,"Immune and Autoimmune Conditions, Other/Unclassified/Multisystem",lupus erythematosus,systemic
hsa-miR-429,MIMAT0001536,hsa-mir-429,22732895,YES, , ,Serum,UP,liver,biliary atresia,D001656,DOID_13608,Digestive & Gastrointestinal Conditions,biliary atresia,
hsa-miR-4484,MIMAT0019018,hsa-mir-4484,23799609,YES, , ,Serum,UP,,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-4484,MIMAT0019018,hsa-mir-4484,23799609, ,POSITIVE,lymph node metastasis,Serum,UP,,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-4516,MIMAT0019053,hsa-mir-4516,29849050,YES, , ,Plasma,DOWN,bone,osteoporosis,D010024,DOID_11476,Musculoskeletal Conditions,osteoporosis,
hsa-miR-451a,MIMAT0001631,hsa-mir-451a,24595006,YES, , ,Plasma,UP,"gastric body, antrum of stomach",stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-451a,MIMAT0001631,hsa-mir-451a,24595006,YES, , ,Plasma,UP,"gastric body, antrum of stomach",stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-451a,MIMAT0001631,hsa-mir-451a,26267902,YES, , ,Plasma,UP,,"thyroid cancer, papillary",D000077273,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,papillary
hsa-miR-451a,MIMAT0001631,hsa-mir-451a,29054761,YES, , ,Plasma,UP,,hashimoto disease,D050031,DOID_4,Endocrine and Metabolic Conditions,hashimoto disease,
hsa-miR-451a,MIMAT0001631,hsa-mir-451a,22262318,YES, , ,Plasma,UP,stomach,stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-451a,MIMAT0001631,hsa-mir-451a,26267902,YES, , ,Plasma,UP,,"thyroid cancer, papillary",D000077273,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,papillary
hsa-miR-451a,MIMAT0001631,hsa-mir-451a,26267902,YES, , ,Plasma,UP,,"thyroid cancer, papillary",D000077273,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,papillary
hsa-miR-451a,MIMAT0001631,hsa-mir-451a,24595006,YES, , ,Plasma,UP,"gastric body, antrum of stomach",stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-451a,MIMAT0001631,hsa-mir-451a,24595006,YES, , ,Plasma,UP,"gastric body, antrum of stomach",stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-451a,MIMAT0001631,hsa-mir-451a,21098088,YES, , ,Serum,UP,serum,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-483-5p,MIMAT0004761,hsa-mir-483,28179587,YES, , ,Plasma,UP,hippocampus,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-483-5p,MIMAT0004761,hsa-mir-483,28179587,YES, , ,Plasma,UP,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-483-5p,MIMAT0004761,hsa-mir-483,28179587,YES, , ,Plasma,UP,hippocampus,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-483-5p,MIMAT0004761,hsa-mir-483,24127413,YES, , ,Plasma,UP,liver,"carcinoma, hepatocellular",D006528,DOID_305,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-miR-483-5p,MIMAT0004761,hsa-mir-483,28179587,YES, , ,Plasma,UP,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-483-5p,MIMAT0004761,hsa-mir-483,24127413,YES, , ,Plasma,UP,liver,"carcinoma, hepatocellular",D006528,DOID_305,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-miR-484,MIMAT0002174,hsa-mir-484,30175165,YES, , ,Serum,UP,,multiple sclerosis,D009103,DOID_2377,Other/Unclassified/Multisystem,multiple sclerosis,
hsa-miR-484,MIMAT0002174,hsa-mir-484,30175165,YES, , ,Serum,UP,,"multiple sclerosis, relapsing-remitting",D020529,DOID_2377,Other/Unclassified/Multisystem,multiple sclerosis,relapsing-remitting
hsa-miR-484,MIMAT0002174,hsa-mir-484,21546856, ,NEGATIVE,response to treatment,Serum,UP,bowel,crohn disease,D003424,DOID_8778,Digestive & Gastrointestinal Conditions,crohn disease,
hsa-miR-484,MIMAT0002174,hsa-mir-484,30175165,YES, , ,Serum,UP,,"multiple sclerosis, chronic progressive",D020528,DOID_2377,Other/Unclassified/Multisystem,multiple sclerosis,chronic progressive
hsa-miR-484,MIMAT0002174,hsa-mir-484,31641384,YES, , ,Serum,UP,lung,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-484,MIMAT0002174,hsa-mir-484,21546856,YES, , ,Serum,UP,bowel,crohn disease,D003424,DOID_8778,Digestive & Gastrointestinal Conditions,crohn disease,
hsa-miR-484,MIMAT0002174,hsa-mir-484,31641384, ,NEGATIVE,overall survival,Serum,UP,lung,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-485-3p,MIMAT0002176,hsa-mir-485,28931080, ,POSITIVE,progression-free survival,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-485-3p,MIMAT0002176,hsa-mir-485,24260372,YES, , ,Plasma,UP,,"angina, stable",D060050,,Cardiovascular Conditions,angina,stable
hsa-miR-485-3p,MIMAT0002176,hsa-mir-485,28931080, ,POSITIVE,overall survival,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,28670374,YES, , ,Plasma,UP,,"osteoarthritis, knee",D020370,"DOID_8398,UBERON_0001465",Musculoskeletal Conditions,osteoarthritis,knee
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,22262318,YES, , ,Plasma,UP,stomach,stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,31513283,YES, , ,Plasma,UP,,hepatitis b,D006509,DOID_2043,"Viral Infections, Infectious Diseases, Digestive & Gastrointestinal Conditions",hepatitis,b
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,24595006,YES, , ,Plasma,UP,"gastric body, antrum of stomach",stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,28670374,YES, , ,Plasma,UP,,"osteoarthritis, knee",D020370,"DOID_8398,UBERON_0001465",Musculoskeletal Conditions,osteoarthritis,knee
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,21864403,YES, , ,Plasma,DOWN,lung,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,28179587,YES, , ,Plasma,UP,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,21864403,YES, , ,Plasma,DOWN,lung,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,31513283,YES, , ,Plasma,UP,,hepatitis b,D006509,DOID_2043,"Viral Infections, Infectious Diseases, Digestive & Gastrointestinal Conditions",hepatitis,b
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,28179587,YES, , ,Plasma,UP,hippocampus,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,24595006,YES, , ,Plasma,UP,"gastric body, antrum of stomach",stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,27162656,YES, , ,Plasma,UP,,mercury poisoning,D008630,CHEBI_25195,Substance Abuse,poisoning,mercury
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,27162656,YES, , ,Plasma,UP,,mercury poisoning,D008630,CHEBI_25195,Substance Abuse,poisoning,mercury
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,24595006,YES, , ,Plasma,UP,"gastric body, antrum of stomach",stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-486-5p,MIMAT0002177,hsa-mir-486-1|hsa-mir-486-2,24595006,YES, , ,Plasma,UP,"gastric body, antrum of stomach",stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-487b-3p,MIMAT0003180,hsa-mir-487b,23073777,YES, , ,Serum,UP,serum,whooping cough,D014917,DOID_1116,Infectious Diseases,whooping cough,
hsa-miR-488-3p,MIMAT0004763,hsa-mir-488,24447930,YES, , ,Blood,UP,brain,stroke,D020521,DOID_6713,"Cardiovascular Conditions, Neurological Conditions",stroke,
hsa-miR-490-3p,MIMAT0002806,hsa-mir-490,24358814,YES, , ,Plasma,UP,coronary arteries/heart,coronary artery disease,D003324,DOID_3393,Cardiovascular Conditions,coronary artery disease,
hsa-miR-490-3p,MIMAT0002806,hsa-mir-490,30128020,YES, , ,Plasma,UP,,multiple myeloma,D009101,DOID_9538,"Cancer, Other/Unclassified/Multisystem",multiple myeloma,
hsa-miR-490-3p,MIMAT0002806,hsa-mir-490,30128020,YES, , ,Plasma,UP,,multiple myeloma,D009101,DOID_9538,"Cancer, Other/Unclassified/Multisystem",multiple myeloma,
hsa-miR-494-3p,MIMAT0002816,hsa-mir-494,25619197,YES, , ,Plasma,DOWN,heart,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-494-3p,MIMAT0002816,hsa-mir-494,25619197,YES, , ,Plasma,DOWN,heart,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-494-3p,MIMAT0002816,hsa-mir-494,24222179, ,POSITIVE,"interim therapy response, more pronounced in complete vs. partial response",Plasma,UP,blood,hodgkin disease,D006689,DOID_8567,Cancer,hodgkin disease,
hsa-miR-494-3p,MIMAT0002816,hsa-mir-494,24222179,YES, , ,Plasma,UP,blood,hodgkin disease,D006689,DOID_8567,Cancer,hodgkin disease,
hsa-miR-494-3p,MIMAT0002816,hsa-mir-494,24358814,YES, , ,Plasma,UP,coronary arteries/heart,coronary artery disease,D003324,DOID_3393,Cardiovascular Conditions,coronary artery disease,
hsa-miR-497-5p,MIMAT0002820,hsa-mir-497,22674182,YES, , ,Serum,DOWN,,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-miR-497-5p,MIMAT0002820,hsa-mir-497,22674182,YES, , ,Serum,DOWN,,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-miR-497-5p,MIMAT0002820,hsa-mir-497,22674182,YES, , ,Serum,DOWN,,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-miR-497-5p,MIMAT0002820,hsa-mir-497,25110754,YES, , ,Plasma,UP,,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-497-5p,MIMAT0002820,hsa-mir-497,22674182,YES, , ,Serum,DOWN,,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-499a-5p,MIMAT0002870,hsa-mir-499a,25111390,YES, , ,Plasma,UP,heart,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-499a-5p,MIMAT0002870,hsa-mir-499a,21701171,YES, , ,Plasma,UP,heart/myocardium,st elevation myocardial infarction,D000072657,DOID_5844,Cardiovascular Conditions,myocardial infarction,st elevation
hsa-miR-499a-5p,MIMAT0002870,hsa-mir-499a,21969012, ,POSITIVE,extent of myocardial damage,Plasma,UP,"blood, blood vessels",coronary artery disease,D003324,DOID_3393,Cardiovascular Conditions,coronary artery disease,
hsa-miR-499a-5p,MIMAT0002870,hsa-mir-499a,20921333,YES, , ,Plasma,UP,,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-499a-5p,MIMAT0002870,hsa-mir-499a,20159880,YES, , ,Plasma,UP,heart,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-499a-5p,MIMAT0002870,hsa-mir-499a,20921333,YES, , ,Plasma,UP,,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-499a-5p,MIMAT0002870,hsa-mir-499a,20921333,YES, , ,Plasma,UP,,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-499a-5p,MIMAT0002870,hsa-mir-499a,25111390,YES, , ,Plasma,UP,heart,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
