miRNet_ID,miRBase_acc,miRNA_ID,snc_gene,snc_entrez,snc_embl
miRNet-snc-8434,MIMAT0025481,hsa-mir-6512-3p,RN7SL502P,106479407,ENSG00000240733
miRNet-snc-8435,MIMAT0025481,hsa-mir-6512-3p,RN7SL234P,106479307,ENSG00000241391
miRNet-snc-8436,MIMAT0025481,hsa-mir-6512-3p,RN7SKP104,106480865,ENSG00000199475
miRNet-snc-8437,MIMAT0025481,hsa-mir-6512-3p,RN7SL396P,106479368,ENSG00000244642
miRNet-snc-8438,MIMAT0025481,hsa-mir-6512-3p,RN7SL5P,6031,ENSG00000265735
miRNet-snc-8439,MIMAT0025481,hsa-mir-6512-3p,RN7SL720P,106480528,ENSG00000241152
miRNet-snc-8440,MIMAT0025481,hsa-mir-6512-3p,RN7SL151P,107075319,ENSG00000244230
miRNet-snc-8441,MIMAT0025481,hsa-mir-6512-3p,RN7SL838P,106479527,ENSG00000243562
miRNet-snc-8442,MIMAT0025481,hsa-mir-6512-3p,RN7SL660P,106479463,ENSG00000265770
miRNet-snc-8443,MIMAT0025481,hsa-mir-6512-3p,RN7SL3,378707,ENSG00000266037
miRNet-snc-8444,MIMAT0025481,hsa-mir-6512-3p,RN7SL634P,106481096,ENSG00000242894
miRNet-snc-8445,MIMAT0025481,hsa-mir-6512-3p,RN7SL438P,106479382,ENSG00000241774
miRNet-snc-8446,MIMAT0025481,hsa-mir-6512-3p,RN7SL608P,106480521,ENSG00000239884
miRNet-snc-8447,MIMAT0025481,hsa-mir-6512-3p,RN7SL784P,106481134,ENSG00000264113
miRNet-snc-8448,MIMAT0025481,hsa-mir-6512-3p,SNORD3B-1,26851,ENSG00000265185
miRNet-snc-8449,MIMAT0025481,hsa-mir-6512-3p,SNORD3B-2,780852,ENSG00000262074
miRNet-snc-8450,MIMAT0025481,hsa-mir-6512-3p,SNORD3C,780853,ENSG00000264940
miRNet-snc-8451,MIMAT0025481,hsa-mir-6512-3p,RNU2-58P,106481652,ENSG00000252212
miRNet-snc-8452,MIMAT0025481,hsa-mir-6512-3p,SCARNA20,677681,ENSG00000252577
miRNet-snc-8453,MIMAT0025481,hsa-mir-6512-3p,RN7SL146P,106481827,ENSG00000240106
miRNet-snc-8454,MIMAT0025481,hsa-mir-6512-3p,RN7SL663P,106481103,ENSG00000266428
miRNet-snc-8455,MIMAT0003322,hsa-mir-652-3p,RN7SL634P,106481096,ENSG00000242894
miRNet-snc-8456,MIMAT0003322,hsa-mir-652-3p,RNA5SP415,100873666,ENSG00000253055
miRNet-snc-8457,MIMAT0003322,hsa-mir-652-3p,RNU4-81P,106479595,ENSG00000200431
miRNet-snc-8458,MIMAT0003328,hsa-mir-653-5p,RN7SKP36,106480458,ENSG00000200867
miRNet-snc-8459,MIMAT0003328,hsa-mir-653-5p,RNU6-1053P,106481513,ENSG00000251739
miRNet-snc-8460,MIMAT0003328,hsa-mir-653-5p,SNORD63,26785,ENSG00000206989
miRNet-snc-8461,MIMAT0003328,hsa-mir-653-5p,RN7SKP130,106480873,ENSG00000201794
miRNet-snc-8462,MIMAT0003328,hsa-mir-653-5p,RN7SKP85,106479132,ENSG00000223281
miRNet-snc-8463,MIMAT0003328,hsa-mir-653-5p,RN7SL49P,106480935,ENSG00000265802
miRNet-snc-8464,MIMAT0003328,hsa-mir-653-5p,RN7SKP6,100873850,ENSG00000201665
miRNet-snc-8465,MIMAT0003328,hsa-mir-653-5p,SNORA71B,26776,ENSG00000235408
miRNet-snc-8466,MIMAT0004814,hsa-mir-654-3p,RNA5SP91,100873324,ENSG00000212204
miRNet-snc-8467,MIMAT0004814,hsa-mir-654-3p,RNU6-1195P,106480647,ENSG00000207198
miRNet-snc-8468,MIMAT0004814,hsa-mir-654-3p,RNA5SP185,100873447,ENSG00000212265
miRNet-snc-8469,MIMAT0004814,hsa-mir-654-3p,SNORA33,594839,ENSG00000200534
miRNet-snc-8470,MIMAT0004814,hsa-mir-654-3p,RNA5SP225,100873484,ENSG00000222806
miRNet-snc-8471,MIMAT0004814,hsa-mir-654-3p,SNORA5A,654319,ENSG00000206838
miRNet-snc-8472,MIMAT0004814,hsa-mir-654-3p,RN7SL838P,106479527,ENSG00000243562
miRNet-snc-8473,MIMAT0004814,hsa-mir-654-3p,SNORD14A,26822,ENSG00000272034
miRNet-snc-8474,MIMAT0004814,hsa-mir-654-3p,SNORD43,26807,ENSG00000212277
miRNet-snc-8475,MIMAT0004814,hsa-mir-654-3p,RNU6-90P,106481205,ENSG00000272337
miRNet-snc-8476,MIMAT0004814,hsa-mir-654-3p,SCARNA20,677681,ENSG00000252577
miRNet-snc-8477,MIMAT0004814,hsa-mir-654-3p,RNA5SP497,100873739,ENSG00000251890
miRNet-snc-8478,MIMAT0004814,hsa-mir-654-3p,RNA5SP508,100873559,ENSG00000223259
miRNet-snc-8479,MIMAT0003331,hsa-mir-655-3p,SNORD45A,26805,ENSG00000207241
miRNet-snc-8480,MIMAT0003331,hsa-mir-655-3p,SNORD45B,26804,ENSG00000201487
miRNet-snc-8481,MIMAT0003331,hsa-mir-655-3p,RNU7-46P,100147833,ENSG00000238830
miRNet-snc-8482,MIMAT0003331,hsa-mir-655-3p,RN7SKP45,106479115,ENSG00000200379
miRNet-snc-8483,MIMAT0003331,hsa-mir-655-3p,RN7SKP239,106480907,ENSG00000201684
miRNet-snc-8484,MIMAT0003331,hsa-mir-655-3p,RNU1-104P,106480184,ENSG00000253089
miRNet-snc-8485,MIMAT0003331,hsa-mir-655-3p,RNU6-953P,106479988,ENSG00000238941
miRNet-snc-8486,MIMAT0003331,hsa-mir-655-3p,RNU6ATAC3P,100151686,ENSG00000210709
miRNet-snc-8487,MIMAT0003331,hsa-mir-655-3p,RNU6-841P,106480699,ENSG00000206599
miRNet-snc-8488,MIMAT0003332,hsa-mir-656-3p,RNU2-9P,106481636,ENSG00000222126
miRNet-snc-8489,MIMAT0003332,hsa-mir-656-3p,RNU6-95P,106479608,ENSG00000207428
miRNet-snc-8490,MIMAT0003332,hsa-mir-656-3p,RN7SKP204,106480896,ENSG00000202351
miRNet-snc-8491,MIMAT0003332,hsa-mir-656-3p,RNU2-29P,106480209,ENSG00000222355
miRNet-snc-8492,MIMAT0003332,hsa-mir-656-3p,RN7SKP249,106480910,ENSG00000202360
miRNet-snc-8493,MIMAT0003332,hsa-mir-656-3p,RN7SKP78,106479129,ENSG00000201581
miRNet-snc-8494,MIMAT0003332,hsa-mir-656-3p,SNORA12,677800,ENSG00000212464
miRNet-snc-8495,MIMAT0003332,hsa-mir-656-3p,RNU6-275P,106481265,ENSG00000201780
miRNet-snc-8496,MIMAT0003332,hsa-mir-656-3p,RNA5SP354,100873614,ENSG00000212549
miRNet-snc-8497,MIMAT0003332,hsa-mir-656-3p,RNU2-52P,107080629,ENSG00000222612
miRNet-snc-8498,MIMAT0003332,hsa-mir-656-3p,RNU6-122P,106481876,ENSG00000252627
miRNet-snc-8499,MIMAT0003338,hsa-mir-660-5p,RNU2-64P,106481654,ENSG00000223247
miRNet-snc-8500,MIMAT0003338,hsa-mir-660-5p,RNU4ATAC18P,106481866,ENSG00000251988
miRNet-snc-8501,MIMAT0003338,hsa-mir-660-5p,RNU2-5P,26852,ENSG00000222465
miRNet-snc-8502,MIMAT0003338,hsa-mir-660-5p,RNU2-43P,106480216,ENSG00000222238
miRNet-snc-8503,MIMAT0003338,hsa-mir-660-5p,SNORA54,677833,ENSG00000207008
miRNet-snc-8504,MIMAT0003338,hsa-mir-660-5p,RNU6-496P,106480584,ENSG00000251954
miRNet-snc-8505,MIMAT0003326,hsa-mir-663a,RNU4-78P,106479594,ENSG00000222872
miRNet-snc-8506,MIMAT0003326,hsa-mir-663a,RNU4-2,26834,ENSG00000202538
miRNet-snc-8507,MIMAT0003326,hsa-mir-663a,RNU4-1,26835,ENSG00000200795
miRNet-snc-8508,MIMAT0003326,hsa-mir-663a,RNU4-13P,106481763,ENSG00000200889
miRNet-snc-8509,MIMAT0003326,hsa-mir-663a,RN7SL364P,106479356,ENSG00000243560
miRNet-snc-8510,MIMAT0003326,hsa-mir-663a,RNU4-44P,106479578,ENSG00000199920
miRNet-snc-8511,MIMAT0022272,hsa-mir-664b-3p,SCARNA3,677679,ENSG00000252906
miRNet-snc-8512,MIMAT0022272,hsa-mir-664b-3p,RN7SKP55,106479119,ENSG00000201758
miRNet-snc-8513,MIMAT0022272,hsa-mir-664b-3p,RN7SKP178,106479175,ENSG00000201875
miRNet-snc-8514,MIMAT0022272,hsa-mir-664b-3p,SNORD82,25826,ENSG00000202400
miRNet-snc-8515,MIMAT0022272,hsa-mir-664b-3p,RN7SKP227,106481818,ENSG00000201315
miRNet-snc-8516,MIMAT0022272,hsa-mir-664b-3p,SNORD69,692109,ENSG00000212452
miRNet-snc-8517,MIMAT0022272,hsa-mir-664b-3p,RN7SKP292,106479225,ENSG00000202392
miRNet-snc-8518,MIMAT0022272,hsa-mir-664b-3p,RN7SKP36,106480458,ENSG00000200867
miRNet-snc-8519,MIMAT0022272,hsa-mir-664b-3p,RN7SKP48,106479116,ENSG00000201901
miRNet-snc-8520,MIMAT0022272,hsa-mir-664b-3p,SNORD73B,114655,ENSG00000201264
miRNet-snc-8521,MIMAT0022272,hsa-mir-664b-3p,SNORD117,692233,ENSG00000201785
miRNet-snc-8522,MIMAT0022272,hsa-mir-664b-3p,RNU1-88P,106481619,ENSG00000238554
miRNet-snc-8523,MIMAT0022272,hsa-mir-664b-3p,RN7SK,125050,ENSG00000283293
miRNet-snc-8524,MIMAT0022272,hsa-mir-664b-3p,RN7SKP104,106480865,ENSG00000199475
miRNet-snc-8525,MIMAT0022272,hsa-mir-664b-3p,RN7SKP187,106480890,ENSG00000202406
miRNet-snc-8526,MIMAT0022272,hsa-mir-664b-3p,RN7SKP47,106481974,ENSG00000202217
miRNet-snc-8527,MIMAT0022272,hsa-mir-664b-3p,SNORD18C,595100,ENSG00000199574
miRNet-snc-8528,MIMAT0022272,hsa-mir-664b-3p,RN7SL677P,106479470,ENSG00000242863
miRNet-snc-8529,MIMAT0022272,hsa-mir-664b-3p,RN7SKP76,106481808,ENSG00000201289
miRNet-snc-8530,MIMAT0022272,hsa-mir-664b-3p,SNORD4B,26772,ENSG00000238597
miRNet-snc-8531,MIMAT0022272,hsa-mir-664b-3p,RN7SKP185,106479178,ENSG00000199683
miRNet-snc-8532,MIMAT0004952,hsa-mir-665,RN7SL559P,106481849,ENSG00000240750
miRNet-snc-8533,MIMAT0004952,hsa-mir-665,RN7SL326P,106479342,ENSG00000264582
miRNet-snc-8534,MIMAT0004952,hsa-mir-665,RN7SL466P,106479393,ENSG00000241347
miRNet-snc-8535,MIMAT0004952,hsa-mir-665,RNU2-19P,106481959,ENSG00000253097
miRNet-snc-8536,MIMAT0004952,hsa-mir-665,RN7SL464P,106481049,ENSG00000243872
miRNet-snc-8537,MIMAT0004952,hsa-mir-665,RN7SL764P,106480531,ENSG00000240317
miRNet-snc-8538,MIMAT0004952,hsa-mir-665,SNORA7A,619563,ENSG00000207496
miRNet-snc-8539,MIMAT0004952,hsa-mir-665,RN7SL296P,106481003,ENSG00000263587
miRNet-snc-8540,MIMAT0004952,hsa-mir-665,RN7SL482P,106480513,ENSG00000241587
miRNet-snc-8541,MIMAT0004952,hsa-mir-665,RN7SL397P,106479369,ENSG00000244139
miRNet-snc-8542,MIMAT0004952,hsa-mir-665,SNORA7B,677797,ENSG00000207088
miRNet-snc-8543,MIMAT0004952,hsa-mir-665,RN7SL300P,106481004,ENSG00000265813
miRNet-snc-8544,MIMAT0004952,hsa-mir-665,RN7SL357P,106481021,ENSG00000265894
miRNet-snc-8545,MIMAT0004952,hsa-mir-665,RN7SKP188,106479179,ENSG00000222721
miRNet-snc-8546,MIMAT0004952,hsa-mir-665,RN7SL383P,106479363,ENSG00000263556
miRNet-snc-8547,MIMAT0004952,hsa-mir-665,RNA5SP204,100873465,ENSG00000201415
miRNet-snc-8548,MIMAT0004952,hsa-mir-665,RN7SL128P,106481826,ENSG00000240869
miRNet-snc-8549,MIMAT0004952,hsa-mir-665,RN7SL334P,106480502,ENSG00000244618
miRNet-snc-8550,MIMAT0004952,hsa-mir-665,RN7SL183P,106480971,ENSG00000240997
miRNet-snc-8551,MIMAT0004952,hsa-mir-665,RN7SL408P,106481841,ENSG00000266875
miRNet-snc-8552,MIMAT0004952,hsa-mir-665,RN7SL496P,106481058,ENSG00000242855
miRNet-snc-8553,MIMAT0004952,hsa-mir-665,RN7SL481P,106481054,ENSG00000240322
miRNet-snc-8554,MIMAT0004952,hsa-mir-665,RNU6-650P,106481387,ENSG00000202528
miRNet-snc-8555,MIMAT0004952,hsa-mir-665,RN7SL709P,106481116,ENSG00000241032
miRNet-snc-8556,MIMAT0004952,hsa-mir-665,RN7SL151P,107075319,ENSG00000244230
miRNet-snc-8557,MIMAT0004952,hsa-mir-665,RN7SL726P,106479488,ENSG00000272232
miRNet-snc-8558,MIMAT0004952,hsa-mir-665,RN7SL241P,106480988,ENSG00000239625
miRNet-snc-8559,MIMAT0004952,hsa-mir-665,RNA5SP329,100873595,ENSG00000202147
miRNet-snc-8560,MIMAT0004952,hsa-mir-665,RNA5SP336,100873599,ENSG00000201059
miRNet-snc-8561,MIMAT0004952,hsa-mir-665,RN7SL630P,106481094,ENSG00000264978
miRNet-snc-8562,MIMAT0004952,hsa-mir-665,RN7SL865P,106481154,ENSG00000240205
miRNet-snc-8563,MIMAT0004952,hsa-mir-665,RN7SL585P,106479436,ENSG00000242037
miRNet-snc-8564,MIMAT0004952,hsa-mir-665,RN7SL164P,106480965,ENSG00000242614
miRNet-snc-8565,MIMAT0004952,hsa-mir-665,RN7SL853P,106481153,ENSG00000244666
miRNet-snc-8566,MIMAT0004952,hsa-mir-665,RN7SL429P,106479380,ENSG00000244612
miRNet-snc-8567,MIMAT0004952,hsa-mir-665,RN7SL489P,106481056,ENSG00000242542
miRNet-snc-8568,MIMAT0004952,hsa-mir-665,RN7SL327P,106481012,ENSG00000244438
miRNet-snc-8569,MIMAT0004952,hsa-mir-665,RN7SL214P,106479300,ENSG00000242066
miRNet-snc-8570,MIMAT0004952,hsa-mir-665,RN7SL417P,107080636,ENSG00000244056
miRNet-snc-8571,MIMAT0004952,hsa-mir-665,RN7SL736P,107080652,ENSG00000242620
miRNet-snc-8572,MIMAT0004952,hsa-mir-665,RN7SL219P,106479302,ENSG00000265386
miRNet-snc-8573,MIMAT0004952,hsa-mir-665,RN7SL743P,106479492,ENSG00000243954
miRNet-snc-8574,MIMAT0004952,hsa-mir-665,RN7SL493P,106479403,ENSG00000266439
miRNet-snc-8575,MIMAT0004952,hsa-mir-665,RN7SL381P,106479362,ENSG00000263968
miRNet-snc-8576,MIMAT0004952,hsa-mir-665,RN7SL608P,106480521,ENSG00000239884
miRNet-snc-8577,MIMAT0004952,hsa-mir-665,SCARNA21,677763,ENSG00000252835
miRNet-snc-8578,MIMAT0004952,hsa-mir-665,RN7SL620P,106479448,ENSG00000265680
miRNet-snc-8579,MIMAT0004952,hsa-mir-665,RN7SL627P,106481093,ENSG00000264485
miRNet-snc-8580,MIMAT0004952,hsa-mir-665,RN7SL79P,106480943,ENSG00000239595
miRNet-snc-8581,MIMAT0004952,hsa-mir-665,RN7SL34P,106481824,ENSG00000239868
miRNet-snc-8582,MIMAT0004952,hsa-mir-665,SNORA51,677831,ENSG00000271798
miRNet-snc-8583,MIMAT0004952,hsa-mir-665,RN7SL14P,106480481,ENSG00000266720
miRNet-snc-8584,MIMAT0004952,hsa-mir-665,SNORA71B,26776,ENSG00000235408
miRNet-snc-8585,MIMAT0004952,hsa-mir-665,RN7SL678P,106481108,ENSG00000263969
miRNet-snc-8586,MIMAT0004952,hsa-mir-665,RN7SL385P,106481840,ENSG00000241333
miRNet-snc-8587,MIMAT0004952,hsa-mir-665,RNA5SP509,100873560,ENSG00000201447
miRNet-snc-8588,MIMAT0003881,hsa-mir-668-3p,SNORA16B,692157,ENSG00000201544
miRNet-snc-8589,MIMAT0003881,hsa-mir-668-3p,RN7SL698P,106481113,ENSG00000244232
miRNet-snc-8590,MIMAT0003881,hsa-mir-668-3p,RNU6-858P,106479945,ENSG00000199306
miRNet-snc-8591,MIMAT0003881,hsa-mir-668-3p,RN7SKP204,106480896,ENSG00000202351
miRNet-snc-8592,MIMAT0003881,hsa-mir-668-3p,RNU6-1141P,106481540,ENSG00000201390
miRNet-snc-8593,MIMAT0003881,hsa-mir-668-3p,RN7SKP143,106479158,ENSG00000222451
miRNet-snc-8594,MIMAT0003881,hsa-mir-668-3p,SNORD116-25,100033436,ENSG00000252326
miRNet-snc-8595,MIMAT0003881,hsa-mir-668-3p,SNORD116-26,100033438,ENSG00000251815
miRNet-snc-8596,MIMAT0003881,hsa-mir-668-3p,SNORD116-27,100033439,ENSG00000251896
miRNet-snc-8597,MIMAT0003881,hsa-mir-668-3p,SNORD116-29,100033821,ENSG00000207245
miRNet-snc-8598,MIMAT0003881,hsa-mir-668-3p,RN7SL236P,106480986,ENSG00000243870
miRNet-snc-8599,MIMAT0026640,hsa-mir-670-3p,SNORD38A,94162,ENSG00000202031
miRNet-snc-8600,MIMAT0026640,hsa-mir-670-3p,RNA5SP56,100873294,ENSG00000222209
miRNet-snc-8601,MIMAT0026640,hsa-mir-670-3p,RNVU1-15,101954267,ENSG00000207205
miRNet-snc-8602,MIMAT0026640,hsa-mir-670-3p,SNORD89,692205,ENSG00000212283
miRNet-snc-8603,MIMAT0026640,hsa-mir-670-3p,RNA5SP121,100873391,ENSG00000252346
miRNet-snc-8604,MIMAT0026640,hsa-mir-670-3p,RNU6-1140P,106480068,ENSG00000222449
miRNet-snc-8605,MIMAT0026640,hsa-mir-670-3p,SNORD66,692107,ENSG00000212158
miRNet-snc-8606,MIMAT0026640,hsa-mir-670-3p,RN7SKP222,106479193,ENSG00000222583
miRNet-snc-8607,MIMAT0026640,hsa-mir-670-3p,SNORD100,594838,ENSG00000221500
miRNet-snc-8608,MIMAT0026640,hsa-mir-670-3p,RN7SL570P,106479430,ENSG00000241174
miRNet-snc-8609,MIMAT0026640,hsa-mir-670-3p,RN7SL749P,106479494,ENSG00000242853
miRNet-snc-8610,MIMAT0026640,hsa-mir-670-3p,RN7SL138P,106480489,ENSG00000266274
miRNet-snc-8611,MIMAT0010357,hsa-mir-670-5p,SNORD3G,109616984,ENSG00000199666
miRNet-snc-8612,MIMAT0010357,hsa-mir-670-5p,SCARNA6,677772,ENSG00000251791
miRNet-snc-8613,MIMAT0010357,hsa-mir-670-5p,RN7SKP296,106481823,ENSG00000223117
miRNet-snc-8614,MIMAT0010357,hsa-mir-670-5p,RN7SKP133,106481812,ENSG00000201715
miRNet-snc-8615,MIMAT0010357,hsa-mir-670-5p,SNORA5A,654319,ENSG00000206838
miRNet-snc-8616,MIMAT0010357,hsa-mir-670-5p,SNORA10,574042,ENSG00000206811
miRNet-snc-8617,MIMAT0010357,hsa-mir-670-5p,RNU1-103P,106481623,ENSG00000252311
miRNet-snc-8618,MIMAT0010357,hsa-mir-670-5p,SNORD3B-1,26851,ENSG00000265185
miRNet-snc-8619,MIMAT0010357,hsa-mir-670-5p,SNORD3B-2,780852,ENSG00000262074
miRNet-snc-8620,MIMAT0010357,hsa-mir-670-5p,SNORD3A,780851,ENSG00000263934
miRNet-snc-8621,MIMAT0010357,hsa-mir-670-5p,SNORD3C,780853,ENSG00000264940
miRNet-snc-8622,MIMAT0010357,hsa-mir-670-5p,SNORD3E,109617015,ENSG00000199769
miRNet-snc-8623,MIMAT0004819,hsa-mir-671-3p,RN7SL277P,106479323,ENSG00000240490
miRNet-snc-8624,MIMAT0004819,hsa-mir-671-3p,RN7SL130P,106479269,ENSG00000244256
miRNet-snc-8625,MIMAT0004819,hsa-mir-671-3p,RN7SL583P,106481082,ENSG00000239504
miRNet-snc-8626,MIMAT0004819,hsa-mir-671-3p,RN7SL674P,106479468,ENSG00000239899
miRNet-snc-8627,MIMAT0004819,hsa-mir-671-3p,RN7SL126P,106479268,ENSG00000266536
miRNet-snc-8628,MIMAT0004819,hsa-mir-671-3p,RN7SL40P,106480483,ENSG00000242696
miRNet-snc-8629,MIMAT0004819,hsa-mir-671-3p,RN7SL4P,6030,ENSG00000263740
miRNet-snc-8630,MIMAT0004819,hsa-mir-671-3p,RN7SL698P,106481113,ENSG00000244232
miRNet-snc-8631,MIMAT0004819,hsa-mir-671-3p,RN7SL357P,106481021,ENSG00000265894
miRNet-snc-8632,MIMAT0004819,hsa-mir-671-3p,RN7SL183P,106480971,ENSG00000240997
miRNet-snc-8633,MIMAT0004819,hsa-mir-671-3p,RN7SL617P,106481852,ENSG00000241162
miRNet-snc-8634,MIMAT0004819,hsa-mir-671-3p,RN7SL408P,106481841,ENSG00000266875
miRNet-snc-8635,MIMAT0004819,hsa-mir-671-3p,RN7SL173P,106479284,ENSG00000243373
miRNet-snc-8636,MIMAT0004819,hsa-mir-671-3p,RN7SL81P,106479253,ENSG00000244218
miRNet-snc-8637,MIMAT0004819,hsa-mir-671-3p,RN7SL521P,106479413,ENSG00000240877
miRNet-snc-8638,MIMAT0004819,hsa-mir-671-3p,RN7SL798P,106480533,ENSG00000240905
miRNet-snc-8639,MIMAT0004819,hsa-mir-671-3p,RN7SL5P,6031,ENSG00000265735
miRNet-snc-8640,MIMAT0004819,hsa-mir-671-3p,RN7SL430P,106481040,ENSG00000243911
miRNet-snc-8641,MIMAT0004819,hsa-mir-671-3p,RN7SL181P,106480492,ENSG00000243738
miRNet-snc-8642,MIMAT0004819,hsa-mir-671-3p,RN7SL838P,106479527,ENSG00000243562
miRNet-snc-8643,MIMAT0004819,hsa-mir-671-3p,RN7SL3,378707,ENSG00000266037
miRNet-snc-8644,MIMAT0004819,hsa-mir-671-3p,RN7SL2,378706,ENSG00000265150
miRNet-snc-8645,MIMAT0004819,hsa-mir-671-3p,RN7SL573P,106481078,ENSG00000239607
miRNet-snc-8646,MIMAT0004819,hsa-mir-671-3p,RN7SL236P,106480986,ENSG00000243870
miRNet-snc-8647,MIMAT0004819,hsa-mir-671-3p,RN7SL70P,106479249,ENSG00000241172
miRNet-snc-8648,MIMAT0004819,hsa-mir-671-3p,RN7SKP69,106480461,ENSG00000202260
miRNet-snc-8649,MIMAT0004819,hsa-mir-671-3p,RN7SL678P,106481108,ENSG00000263969
miRNet-snc-8650,MIMAT0004819,hsa-mir-671-3p,RN7SL118P,106480952,ENSG00000266420
miRNet-snc-8651,MIMAT0003880,hsa-mir-671-5p,RNU6-1022P,106480016,ENSG00000201919
miRNet-snc-8652,MIMAT0003880,hsa-mir-671-5p,RN7SKP62,106480460,ENSG00000207269
miRNet-snc-8653,MIMAT0003880,hsa-mir-671-5p,SNORA14A,677801,ENSG00000201643
miRNet-snc-8654,MIMAT0003880,hsa-mir-671-5p,RN7SKP120,106480870,ENSG00000222693
miRNet-snc-8655,MIMAT0003880,hsa-mir-671-5p,SNORA57,692158,ENSG00000206597
miRNet-snc-8656,MIMAT0003880,hsa-mir-671-5p,RN7SKP162,106480884,ENSG00000200475
miRNet-snc-8657,MIMAT0003880,hsa-mir-671-5p,SNORD10,652966,ENSG00000238917
miRNet-snc-8658,MIMAT0003880,hsa-mir-671-5p,SNORA11,677799,ENSG00000221716
miRNet-snc-8659,MIMAT0027345,hsa-mir-6720-5p,RN7SL657P,107074708,ENSG00000264293
miRNet-snc-8660,MIMAT0027345,hsa-mir-6720-5p,RNA5SP71,100873305,ENSG00000199837
miRNet-snc-8661,MIMAT0027345,hsa-mir-6720-5p,RN7SL674P,106479468,ENSG00000239899
miRNet-snc-8662,MIMAT0027345,hsa-mir-6720-5p,RN7SKP119,106481749,ENSG00000222685
miRNet-snc-8663,MIMAT0027345,hsa-mir-6720-5p,RN7SL470P,106479394,ENSG00000263669
miRNet-snc-8664,MIMAT0027345,hsa-mir-6720-5p,RN7SKP286,106481822,ENSG00000222826
miRNet-snc-8665,MIMAT0027345,hsa-mir-6720-5p,RN7SL767P,106481131,ENSG00000241529
miRNet-snc-8666,MIMAT0027345,hsa-mir-6720-5p,RN7SL752P,106481127,ENSG00000239437
miRNet-snc-8667,MIMAT0027345,hsa-mir-6720-5p,RN7SL502P,106479407,ENSG00000240733
miRNet-snc-8668,MIMAT0027345,hsa-mir-6720-5p,RN7SL234P,106479307,ENSG00000241391
miRNet-snc-8669,MIMAT0027345,hsa-mir-6720-5p,RN7SKP104,106480865,ENSG00000199475
miRNet-snc-8670,MIMAT0027345,hsa-mir-6720-5p,RN7SL396P,106479368,ENSG00000244642
miRNet-snc-8671,MIMAT0027345,hsa-mir-6720-5p,RN7SL5P,6031,ENSG00000265735
miRNet-snc-8672,MIMAT0027345,hsa-mir-6720-5p,RN7SL720P,106480528,ENSG00000241152
miRNet-snc-8673,MIMAT0027345,hsa-mir-6720-5p,RN7SL151P,107075319,ENSG00000244230
miRNet-snc-8674,MIMAT0027345,hsa-mir-6720-5p,RN7SL838P,106479527,ENSG00000243562
miRNet-snc-8675,MIMAT0027345,hsa-mir-6720-5p,RN7SL660P,106479463,ENSG00000265770
miRNet-snc-8676,MIMAT0027345,hsa-mir-6720-5p,RN7SL3,378707,ENSG00000266037
miRNet-snc-8677,MIMAT0027345,hsa-mir-6720-5p,RN7SL634P,106481096,ENSG00000242894
miRNet-snc-8678,MIMAT0027345,hsa-mir-6720-5p,RN7SL438P,106479382,ENSG00000241774
miRNet-snc-8679,MIMAT0027345,hsa-mir-6720-5p,RN7SL608P,106480521,ENSG00000239884
miRNet-snc-8680,MIMAT0027345,hsa-mir-6720-5p,RN7SL784P,106481134,ENSG00000264113
miRNet-snc-8681,MIMAT0027345,hsa-mir-6720-5p,SNORD3B-1,26851,ENSG00000265185
miRNet-snc-8682,MIMAT0027345,hsa-mir-6720-5p,SNORD3B-2,780852,ENSG00000262074
miRNet-snc-8683,MIMAT0027345,hsa-mir-6720-5p,SNORD3C,780853,ENSG00000264940
miRNet-snc-8684,MIMAT0027345,hsa-mir-6720-5p,RNU2-58P,106481652,ENSG00000252212
miRNet-snc-8685,MIMAT0027345,hsa-mir-6720-5p,SCARNA20,677681,ENSG00000252577
miRNet-snc-8686,MIMAT0027345,hsa-mir-6720-5p,RN7SL146P,106481827,ENSG00000240106
miRNet-snc-8687,MIMAT0027345,hsa-mir-6720-5p,RN7SL663P,106481103,ENSG00000266428
miRNet-snc-8688,MIMAT0027377,hsa-mir-6738-5p,RNU2-70P,106480227,ENSG00000222650
miRNet-snc-8689,MIMAT0027377,hsa-mir-6738-5p,RN7SKP112,106479145,ENSG00000223145
miRNet-snc-8690,MIMAT0027377,hsa-mir-6738-5p,RN7SL698P,106481113,ENSG00000244232
miRNet-snc-8691,MIMAT0027377,hsa-mir-6738-5p,RN7SL329P,106479343,ENSG00000242170
miRNet-snc-8692,MIMAT0027377,hsa-mir-6738-5p,RN7SKP273,106481821,ENSG00000223324
miRNet-snc-8693,MIMAT0027377,hsa-mir-6738-5p,RNU2-6P,100873825,ENSG00000223336
miRNet-snc-8694,MIMAT0027377,hsa-mir-6738-5p,RNY4P28,100873822,ENSG00000202151
miRNet-snc-8695,MIMAT0027377,hsa-mir-6738-5p,RN7SKP10,100873873,ENSG00000201161
miRNet-snc-8696,MIMAT0027377,hsa-mir-6738-5p,RNU4-58P,106481190,ENSG00000200062
miRNet-snc-8697,MIMAT0027377,hsa-mir-6738-5p,RN7SKP131,106479153,ENSG00000199876
miRNet-snc-8698,MIMAT0027377,hsa-mir-6738-5p,RN7SKP63,106479123,ENSG00000200057
miRNet-snc-8699,MIMAT0027377,hsa-mir-6738-5p,RNU2-68P,106481962,ENSG00000222810
miRNet-snc-8700,MIMAT0027393,hsa-mir-6746-3p,RN7SKP281,106480369,ENSG00000222404
