miRNA_ID,Cell_line,miRNA_expression,ExperimentSourceInfo,PMID,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-miR-18b-5p,"moderately differentiation, poorly differentiation",DOWN,high grade vs low grade,23496901,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,
hsa-miR-155-5p,"subtype1: Primary plasma cell leukemia(pPCL) , subtype2: multiple myeloma",UP,subtype1 vs subtype2,23613318,leukemia,D007938,DOID_1240,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,
hsa-miR-21-5p,"subtype1: Primary plasma cell leukemia(pPCL) , subtype 2: multiple myeloma",UP,subtype1 vs subtype2,23613318,leukemia,D007938,DOID_1240,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,
hsa-miR-142-3p,"subtype1: Primary plasma cell leukemia(pPCL) , subtype 2: multiple myeloma",UP,subtype1 vs subtype2,23613318,leukemia,D007938,DOID_1240,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,
hsa-miR-142-5p,"subtype1: Primary plasma cell leukemia(pPCL) , subtype 2: multiple myeloma",UP,subtype1 vs subtype2,23613318,leukemia,D007938,DOID_1240,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,
hsa-miR-103a-3p,"subtype1: Primary plasma cell leukemia(pPCL) , subtype 2: multiple myeloma",UP,subtype1 vs subtype2,23613318,leukemia,D007938,DOID_1240,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,
hsa-miR-200b-3p,cholangiocarcinoma,DOWN,cancer vs normal,24169343,liver cancer,D008113,DOID_3571,"Cancer, Digestive & Gastrointestinal Conditions",liver cancer,
hsa-miR-200c-3p,cholangiocarcinoma,DOWN,cancer vs normal,24169343,liver cancer,D008113,DOID_3571,"Cancer, Digestive & Gastrointestinal Conditions",liver cancer,
hsa-miR-429,cholangiocarcinoma,DOWN,cancer vs normal,24169343,liver cancer,D008113,DOID_3571,"Cancer, Digestive & Gastrointestinal Conditions",liver cancer,
hsa-miR-137,"tumors with germline mutations in SDHD,  SDHB,  VHL,  RET,  NF1, TMEM128",UP,cancer vs normal,23660872,pheochromocytoma,D010673,DOID_0050771,Cancer,pheochromocytoma,
hsa-miR-382-5p,"tumors with germline mutations in SDHD,  SDHB,  VHL,  RET,  NF1, TMEM129",UP,cancer vs normal,23660872,pheochromocytoma,D010673,DOID_0050771,Cancer,pheochromocytoma,
hsa-miR-210-3p,tumors with germline mutations in SDHB,UP,cancer vs normal,23660872,pheochromocytoma,D010673,DOID_0050771,Cancer,pheochromocytoma,
hsa-miR-210-3p,tumors with germline mutations in VHL,UP,cancer vs normal,23660872,pheochromocytoma,D010673,DOID_0050771,Cancer,pheochromocytoma,
hsa-miR-133b,tumors with germline mutations in VHL,UP,cancer vs normal,23660872,pheochromocytoma,D010673,DOID_0050771,Cancer,pheochromocytoma,
hsa-miR-183-5p,tumors with germline mutations in SDHB,UP,cancer vs normal,23660872,pheochromocytoma,D010673,DOID_0050771,Cancer,pheochromocytoma,
hsa-miR-488-5p,tumors with germline mutations in RET,UP,cancer vs normal,23660872,pheochromocytoma,D010673,DOID_0050771,Cancer,pheochromocytoma,
hsa-miR-885-5p,tumors with germline mutations in RET,UP,cancer vs normal,23660872,pheochromocytoma,D010673,DOID_0050771,Cancer,pheochromocytoma,
hsa-miR-96-5p,tumors with germline mutations in SDHB,UP,cancer vs normal,23660872,pheochromocytoma,D010673,DOID_0050771,Cancer,pheochromocytoma,
hsa-miR-196b-5p, ,UP,cancer vs normal,24222951,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-135b-5p, ,,cancer vs normal,24222951,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-30c-2-3p,H1H2/H2 tumors,DOWN,cancer vs normal,24189146,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-30a-3p,H1H2/H3 tumors,DOWN,cancer vs normal,24189146,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-206,malignant pleural mesothelioma,DOWN,cancer vs normal,23828229,mesothelioma,D008654,,Cancer,mesothelioma,
hsa-miR-1-3p,malignant pleural mesothelioma,DOWN,cancer vs normal,23828229,mesothelioma,D008654,,Cancer,mesothelioma,
hsa-miR-483-5p,malignant pleural mesothelioma,DOWN,cancer vs normal,23828229,mesothelioma,D008654,,Cancer,mesothelioma,
hsa-miR-155-3p,malignant pleural mesothelioma,UP,cancer vs normal,23828229,mesothelioma,D008654,,Cancer,mesothelioma,
hsa-miR-21-5p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-203a-3p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-1246, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-20a-5p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-17-5p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-103a-3p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-221-3p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-373-3p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-223-5p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-20b-5p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-106b-5p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-27a-3p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-200a-3p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-4732-5p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-183-3p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-620, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-92a-3p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-3175, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-429, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-4485-3p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-591, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-3663-3p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-181b-5p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
has-miR-510, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-19a-3p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-142-5p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-595, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-143-5p, ,DOWN,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
has-miR-29c-3p, ,DOWN,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-34a-5p, ,DOWN,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-215-5p, ,DOWN,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-625-3p, ,DOWN,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-320a, ,DOWN,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-145-5p, ,DOWN,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-4787-5p, ,DOWN,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-200c-5p,highly invasive colon cancer cell line,UP,cancer vs normal,22362069,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-143-5p,highly invasive colon cancer cell line,UP,cancer vs normal,22362069,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-424-3p,highly invasive colon cancer cell line,UP,cancer vs normal,22362069,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-150-5p, ,DOWN,metastases ,23987127,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-150-5p, ,DOWN,cancer vs normal,23987127,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-10b-5p, ,DOWN,metastases ,23987127,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-10b-5p, ,DOWN,cancer vs normal,23987127,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-146a-5p, ,DOWN,metastases ,23987127,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-210-3p, ,UP,metastases ,23987127,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-211-5p, ,UP,metastases ,23987127,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-150-5p,diffuse large B-cell lymphoma/LNs,DOWN,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-29b-3p,diffuse large B-cell lymphoma/LNs,DOWN,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-29a-3p,diffuse large B-cell lymphoma/LNs,DOWN,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-142-3p,diffuse large B-cell lymphoma/LNs,DOWN,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-142-5p,diffuse large B-cell lymphoma/LNs,DOWN,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-145-5p,diffuse large B-cell lymphoma/LNs,DOWN,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-143-3p,diffuse large B-cell lymphoma/LNs,DOWN,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-195-5p,diffuse large B-cell lymphoma/LNs,DOWN,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-497-5p,diffuse large B-cell lymphoma/LNs,DOWN,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-494-3p,diffuse large B-cell lymphoma/LNs,UP,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-638,diffuse large B-cell lymphoma/LNs,UP,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-21-5p,diffuse large B-cell lymphoma/LNs,UP,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-155-5p,diffuse large B-cell lymphoma/LNs,UP,metastases ,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-103a-3p,"diffuse large B-cell lymphoma, subtype1: de vo,  subtype2: transformed  DLBCLs",DOWN,subtype1 vs subtype2,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-107,"diffuse large B-cell lymphoma, subtype1: de vo,  subtype 3: transformed  DLBCLs",DOWN,subtype1 vs subtype2,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-146a-5p,"diffuse large B-cell lymphoma, subtype1: de vo,  subtype 4: transformed  DLBCLs",DOWN,subtype1 vs subtype2,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-140-5p,"diffuse large B-cell lymphoma, subtype1: de vo,  subtype 5: transformed  DLBCLs",UP,subtype1 vs subtype2,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-let-7i-5p,"diffuse large B-cell lymphoma, subtype1: de vo,  subtype 6: transformed  DLBCLs",DOWN,subtype1 vs subtype2,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-155-5p,"diffuse large B-cell lymphoma, subtype1: de vo,  subtype 7: transformed  DLBCLs",DOWN,subtype1 vs subtype2,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-142-5p,"diffuse large B-cell lymphoma, subtype1: de vo,  subtype 8: transformed  DLBCLs",DOWN,subtype1 vs subtype2,24121164,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-125b-5p, ,DOWN,cancer vs normal,24098452,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-134-5p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype2: ovarian surface epithelium (OSE)",DOWN,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-141-3p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype 3: ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-182-5p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype 4: ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-200a-3p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype 5: ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-200a-5p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype 6: ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-200b-3p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype 7: ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-200c-3p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype 8: ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-202-3p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype 9: ovarian surface epithelium (OSE)",DOWN,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-205-5p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype10: ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-383-5p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype11: ovarian surface epithelium (OSE)",DOWN,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-424-5p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype12: ovarian surface epithelium (OSE)",DOWN,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
has-miR-509-5p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype13: ovarian surface epithelium (OSE)",DOWN,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
has-miR-509-3p,"subtype1: high-grade serous ovarian carcinoma (HGSC),  subtype14: ovarian surface epithelium (OSE)",DOWN,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-141-3p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype1: ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-182-5p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype2 :ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-200a-3p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype 3 :ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-200a-5p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype 4 :ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-200b-3p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype 5 :ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-200c-3p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype 6 :ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-383-5p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype 7 :ovarian surface epithelium (OSE)",DOWN,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-424-5p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype 8 :ovarian surface epithelium (OSE)",DOWN,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-508-5p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype 9 :ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-509-3p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype10 :ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-510-5p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype11 :ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-513a-5p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype12 :ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-514b-5p,"subtype1: clear cell ovarian carcinoma (CCC),  subtype13 :ovarian surface epithelium (OSE)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-134-5p,"subtype1: clear cell ovarian carcinoma (CCC), subtype2 :high-grade serous ovarian carcinoma (HGSC)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-202-3p,"subtype1: clear cell ovarian carcinoma (CCC), subtype 3 :high-grade serous ovarian carcinoma (HGSC)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-205-5p,"subtype1: clear cell ovarian carcinoma (CCC), subtype 4 :high-grade serous ovarian carcinoma (HGSC)",DOWN,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-383-5p,"subtype1: clear cell ovarian carcinoma (CCC), subtype 5 :high-grade serous ovarian carcinoma (HGSC)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-424-5p,"subtype1: clear cell ovarian carcinoma (CCC), subtype 6 :high-grade serous ovarian carcinoma (HGSC)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-508-5p,"subtype1: clear cell ovarian carcinoma (CCC), subtype 7 :high-grade serous ovarian carcinoma (HGSC)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-509-3p,"subtype1: clear cell ovarian carcinoma (CCC), subtype 8 :high-grade serous ovarian carcinoma (HGSC)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-509-5p,"subtype1: clear cell ovarian carcinoma (CCC), subtype 9 :high-grade serous ovarian carcinoma (HGSC)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-509-3-5p,"subtype1: clear cell ovarian carcinoma (CCC), subtype10 :high-grade serous ovarian carcinoma (HGSC)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-510-5p,"subtype1: clear cell ovarian carcinoma (CCC), subtype11 :high-grade serous ovarian carcinoma (HGSC)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-513a-5p,"subtype1: clear cell ovarian carcinoma (CCC), subtype12 :high-grade serous ovarian carcinoma (HGSC)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-514b-5p,"subtype1: clear cell ovarian carcinoma (CCC), subtype13 :high-grade serous ovarian carcinoma (HGSC)",UP,subtype1 vs subtype2,24512620,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-483-5p,wilms' tumor,UP,cancer vs normal,24298054,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-509-5p, ,UP,cancer vs normal,25368993,leukemia,D007938,DOID_1240,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,
hsa-miR-509-3p, ,UP,cancer vs normal,25368993,leukemia,D007938,DOID_1240,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,
hsa-miR-135b-5p, ,UP,cancer vs normal,26069251,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-210-3p, ,UP,cancer vs normal,26069251,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-218-5p, ,DOWN,cancer vs normal,26069251,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-196a-5p,head and neck cancers,UP,cancer vs normal,24209638,head and neck cancer,D006258,DOID_11934,Cancer,head and neck cancer,
hsa-miR-10b-5p,head and neck cancers,DOWN,cancer vs normal,24209638,head and neck cancer,D006258,DOID_11934,Cancer,head and neck cancer,
hsa-let-7b-5p,triple negative breast cancer,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-let-7c-5p,triple negative breast cancer,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-100-5p,triple negative breast cancer,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-130a-3p,triple negative breast cancer,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-210-3p,triple negative breast cancer,UP,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-let-7a-3,invasive ductal carcinomas ,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-let-7b-5p,invasive ductal carcinomas ,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-let-7a-2,invasive ductal carcinomas ,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-100-5p,invasive ductal carcinomas ,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
